Unique Key,Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
哥哥 (2.10),哥哥,gēge,n.,elder brother,2.10,,,,New Word,2
给 (2.04),给,gěi,prep.,"(used after a verb) to, for",2.04,,,,New Word,2
公共汽车 (2.07),公共汽车,gōnggòngqìchē,,bus,2.07,,,,New Word,2
公司 (2.07),公司,gōngsī,n.,"company, firm",2.07,,,,New Word,2
贵 (2.08),贵,guì,adj.,expensive,2.08,,,,New Word,2
还 (2.05),还,hái,adv.,"passably, fairly, rather",2.05,,,,New Word,2
孩子 (2.11),孩子,háizi,n.,"child, kid",2.11,,,,New Word,2
好吃 (2.06),好吃,hàochī,adj.,"delicious, yummy",2.06,,,,New Word,2
黑 (2.08),黑,hēi,adj.,black,2.08,,,,New Word,2
红 (2.03),红,hóng,adj.,red,2.03,,,,New Word,2
火车站 (2.15),火车站,huǒchēzhàn,n.,railway station,2.15,,,,New Word,2
机场 (2.07),机场,jīchǎng,n.,airport,2.07,,,,New Word,2
鸡蛋 (2.10),鸡蛋,jīdàn,n.,(hen's) egg,2.10,,,,New Word,2
件 (2.05),件,jiàn,m.,(used for clothes among other items) piece,2.05,,,,New Word,2
觉得 (2.01),觉得,juéde,v.,"to think, to feel",2.01,,,,New Word,2
教室 (2.07),教室,jiàoshì,n.,classroom,2.07,,,,New Word,2
姐姐 (2.06),姐姐,jiějie,n.,elder sister,2.06,,,,New Word,2
介绍 (2.04),介绍,jièshào,v.,"to introduce, to recommend",2.04,,,,New Word,2
进 (2.12),进,jìn,v.,"to enter, to come/go in",2.12,,,,New Word,2
近 (2.12),近,jìn,adj.,"near, close",2.12,,,,New Word,2
就 (2.05),就,jiù,adv.,used to indicate a conclusion or resolution,2.05,,,,New Word,2
咖啡 (2.05),咖啡,kāfēi,n.,coffee,2.05,,,,New Word,2
开始 (2.04),开始,kāishǐ,v.,"to begin, to start",2.04,,,,New Word,2
考试 (2.05),考试,kǎoshì,n.,"test, exam",2.05,,,,New Word,2
可能 (2.11),可能,kěnéng,aux.,"maybe, perhaps, probably",2.11,,,,New Word,2
可以 (2.05),可以,kěyǐ,adj.,not bad,2.05,,,,New Word,2
课 (2.10),课,kè,n.,"class, lesson",2.10,,,,New Word,2
快 (2.07),快,kuài,adj.,"quick, fast",2.07,,,,New Word,2
快乐 (2.04),快乐,kuàilè,adj.,"happy, glad",2.04,,,,New Word,2
离 (2.07),离,lí,v.,to be away from,2.07,,,,New Word,2
两 (2.04),两,liǎng,num.,two,2.04,,,,New Word,2
零 (2.12),零,líng,num.,zero,2.12,,,,New Word,2
路 (2.07),路,lù,n.,"road, path, way",2.07,,,,New Word,2
旅游 (2.01),旅游,lǚyóu,v.,"to travel, to take a trip",2.01,,,,New Word,2
慢 (2.07),慢,màn,adj.,slow,2.07,,,,New Word,2
忙 (2.02),忙,máng,adj.o,busy,2.02,,,,New Word,2
每 (2.02),每,měi,pron.,"every, each",2.02,,,,New Word,2
妹妹 (2.15),妹妹,mèimei,n.,younger sister,2.15,,,,New Word,2
门 (2.06),门,mén,n.,"door, gate",2.06,,,,New Word,2
面条 (2.06),面条,miàntiáo,n.,noodles,2.06,,,,New Word,2
男 (2.11),男,nán,adj.,"man, male",2.11,,,,New Word,2
牛奶 (2.03),牛奶,niúnǎi,n.,milk,2.03,,,,New Word,2
女 (2.11),女,nǚ,adj.,"woman, female",2.11,,,,New Word,2
旁边 (2.03),旁边,pángbiān,n.,beside,2.03,,,,New Word,2
跑步 (2.02),跑步,pǎobù,v.,"to run, to jog",2.02,,,,New Word,2
便宜 (2.11),便宜,piànyi,adj.,"cheap, inexpensive",2.11,,,,New Word,2
票 (2.15),票,piào,n.,ticket,2.15,,,,New Word,2
妻子 (2.12),妻子,qīzǐ,n.,wife,2.12,,,,New Word,2
起床 (2.02),起床,qǐchuáng,v.,"to get up, to get out of bed",2.02,,,,New Word,2
千 (2.03),千,qiān,num.,thousand,2.03,,,,New Word,2
铅笔 (2.13),铅笔,qiānbǐ,n.,pencil,2.13,,,,New Word,2
晴 (2.14),晴,qíng,adj.,"sunny, fine, clear",2.14,,,,New Word,2
去年 (2.11),去年,qùnián,n.,last year,2.11,,,,New Word,2
让 (2.08),让,ràng,v.,"to let, to allow",2.08,,,,New Word,2
日 (2.15),日,rì,n.,"day, date",2.15,,,,New Word,2
上班 (2.09),上班,shàngbān,v.,"to work, to do a job",2.09,,,,New Word,2
身体 (2.02),身体,shēntǐ,n.,body,2.02,,,,New Word,2
生病 (2.02),生病,shēngbìng,v.,"to fall ill, to be sick",2.02,,,,New Word,2
生日 (2.04),生日,shēngrì,n.,birthday,2.04,,,,New Word,2
时间 (2.02),时间,shíjiān,n.,time,2.02,,,,New Word,2
事情 (2.08),事情,shìqing,n.,"thing, matter, affair",2.08,,,,New Word,2
手表 (2.03),手表,shǒubiǎo,n.,watch,2.03,,,,New Word,2
手机 (2.10),手机,shǒujī,n.,cell phone,2.10,,,,New Word,2
说话 (2.11),说话,shuōhuà,v.,"to speak, to say, to talk",2.11,,,,New Word,2
送 (2.03),送,sòng,v.,"to send, to deliver",2.03,,,,New Word,2
虽然 (2.14),虽然,suīrán,conj.,"although, though",2.14,,,,New Word,2
所以 (2.06),所以,suǒyǐ,conj.,"so, therefore",2.06,,,,New Word,2
它 (2.01),它,tā,pron.,it,2.01,,,,New Word,2
踢足球 (2.01),踢足球,tīzúqiú,,to play football,2.01,,,,New Word,2
题 (2.09),题,tí,n.,"question, problem",2.09,,,,New Word,2
跳舞 (2.09),跳舞,tiàowǔ,v.,to dance,2.09,,,,New Word,2
外 (2.06),外,wài,n.,"outer, outside",2.06,,,,New Word,2
完 (2.09),完,wán,v.,"to finish, to end",2.09,,,,New Word,2
玩儿 (2.14),玩儿,wánr,v.,"to play, to have fun",2.14,,,,New Word,2
晚上 (2.04),晚上,wǎnshang,n.,"evening, night",2.04,,,,New Word,2
往 (2.13),往,wǎng,prep.,"to, towards",2.13,,,,New Word,2
为什么 (2.01),为什么,wèishénme,,why,2.01,,,,New Word,2
问 (2.04),问,wèn,v.,to ask,2.04,,,,New Word,2
问题 (2.09),问题,wèntí,n.,"question, problem",2.09,,,,New Word,2
西瓜 (2.10),西瓜,xīguā,n.,watermelon,2.10,,,,New Word,2
希望 (2.09),希望,xīwàng,v.,"to hope, to wish",2.09,,,,New Word,2
洗 (2.10),洗,xǐ,v.,"to wash, to bathe",2.10,,,,New Word,2
小时 (2.07),小时,xiǎoshí,n.,hour,2.07,,,,New Word,2
笑 (2.13),笑,xiào,v.,"to smile, to laugh",2.13,,,,New Word,2
新 (2.01),新,xīn,adj.,new,2.01,,,,New Word,2
姓 (2.11),姓,xìng,v.,"family name, surname",2.11,,,,New Word,2
休息 (2.02),休息,xiūxi,v.,to have or take a rest,2.02,,,,New Word,2
雪 (2.12),雪,xuě,n.,snow,2.12,,,,New Word,2
颜色 (2.03),颜色,yánsè,n.,color,2.03,,,,New Word,2
眼睛 (2.01),眼睛,yǎnjing,n.,eye,2.01,,,,New Word,2
羊肉 (2.06),羊肉,yángròu,n.,mutton,2.06,,,,New Word,2
药 (2.02),药,yào,n.,"medicine, drug",2.02,,,,New Word,2
要 (2.01),要,yào,aux.,"to want to, would like to",2.01,,,,New Word,2
也 (2.01),也,yě,adv.,"also, too",2.01,,,,New Word,2
一下 (2.03),一下,yīxià,num.-m.,"used after a verb, indicating an act or an attempt",2.03,,,,New Word,2
已经 (2.04),已经,yǐjīng,adv.,already,2.04,,,,New Word,2
一起 (2.01),一起,yīqǐ,adv.,together,2.01,,,,New Word,2
意思 (2.05),意思,yìsi,n.,meaning,2.05,,,,New Word,2
因为 (2.06),因为,yīnwèi,conj.,"because, since",2.06,,,,New Word,2
阴 (2.15),阴,yīn,adj.,"overcast, cloudy",2.15,,,,New Word,2
游泳 (2.06),游泳,yóuyǒng,v.,to swim,2.06,,,,New Word,2
右边 (2.11),右边,yòubian,n.,"right, right side",2.11,,,,New Word,2
鱼 (2.05),鱼,yú,n.,fish,2.05,,,,New Word,2
远 (2.07),远,yuǎn,adj.,"far, distant",2.07,,,,New Word,2
运动 (2.01),运动,yùndòng,n./v.,"sport; to take physical exercise, to work out",2.01,,,,New Word,2
再 (2.08),再,zài,adv.,"again, once more",2.08,,,,New Word,2
早上 (2.02),早上,zǎoshang,n.,morning,2.02,,,,New Word,2
丈夫 (2.03),丈夫,zhàngfu,n.,husband,2.03,,,,New Word,2
找 (2.08),找,zhǎo,v.,to look for,2.08,,,,New Word,2
着 (2.13),着,zhe,part.,used to indicate a state,2.13,,,,New Word,2
真 (2.03),真,zhēn,adv.,"really, indeed",2.03,,,,New Word,2
正在 (2.10),正在,zhèngzài,adv.,in the process of,2.10,,,,New Word,2
知道 (2.02),知道,zhīdào,v.,to know,2.02,,,,New Word,2
准备 (2.05),准备,zhǔnbèi,v.,"to intend, to plan",2.05,,,,New Word,2
走 (2.07),走,zǒu,v.,to walk,2.07,,,,New Word,2
最 (2.01),最,zuì,adv.,"most, to the greatest extent",2.01,,,,New Word,2
左边 (2.03),左边,zuǒbian,n.,left side,2.03,,,,New Word,2
花花 (2.01),花花,Huāhuā,,name of a cat,2.01,,,,Proper Nouns,2
杨笑笑 (2.13),杨笑笑,Yáng Xiàoxiào,,name of a person,2.13,,,,Proper Nouns,2
班 (2.13),班,bān,n.,"class, grade, team",2.13,,3,,Words Not Included in the Syllabus,2
度 (2.12),度,dù,n.,degree,2.12,,,,Words Not Included in the Syllabus,2
粉色 (2.03),粉色,fěnsè,n.,pink,2.03,,6,,Words Not Included in the Syllabus,2
更 (2.15),更,gēng,adv.,"more, to a greater extent",2.15,,3,,Words Not Included in the Syllabus,2
公斤 (2.06),公斤,gōngjīn,m.,kilogram,2.06,,3,,Words Not Included in the Syllabus,2
过 (2.07),过,guò,v.,"to pass (time), to spend (time)",2.07,,3,,Words Not Included in the Syllabus,2
欢迎 (2.09),欢迎,huānyíng,v.,to welcome,2.09,,3,,Words Not Included in the Syllabus,2
接 (2.04),接,jiē,v.,"to receive, to take, to accept",2.04,,3,,Words Not Included in the Syllabus,2
经常 (2.06),经常,jīngcháng,adv.,"often, frequently",2.06,,3,,Words Not Included in the Syllabus,2
米 (2.02),米,mǐ,m.,meter,2.02,,3,,Words Not Included in the Syllabus,2
拿 (2.13),拿,ná,v.,"to hold, to take, to bring",2.13,,3,,Words Not Included in the Syllabus,2
以后 (2.05),以后,yǐhòu,n.,"after, afterwards, later",2.05,,,,Words Not Included in the Syllabus,2
一直 (2.13),一直,yīzhí,adv.,"straight, all long",2.13,,3,,Words Not Included in the Syllabus,2
长 (2.13),长,cháng,v.,"to grow, to develop",2.13,,3,,Words Not Included in the Syllabus,2
自行车 (2.06),自行车,zìxíngchē,n.,bike,2.06,,3,,Words Not Included in the Syllabus,2
帮 (2.04),帮,bāng,v.,"to help, to assist",2.04,,,帮助,New Words Made Up of Characters Learned before,2
不错 (2.05),不错,bùcuò,adj.,pretty good,2.05,,,不、错,New Words Made Up of Characters Learned before,2
出院 (2.02),出院,chūyuàn,,"to leave hospital, to be discharged from hospital",2.02,,,出、医院,New Words Made Up of Characters Learned before,2
粉 (2.03),粉,fěn,adj.,pink,2.03,,,粉色,New Words Made Up of Characters Learned before,2
红色 (2.03),红色,hóngsè,n.,red,2.03,,,红、颜色,New Words Made Up of Characters Learned before,2
路口 (2.13),路口,lùkǒu,n.,"crossing, crossroads",2.13,,,路、口,New Words Made Up of Characters Learned before,2
手 (2.13),手,shǒu,n.,hand,2.13,,,手表、手机,New Words Made Up of Characters Learned before,2
外面 (2.05),外面,wàimiàn,n.,outside,2.05,,,外、后面、前面,New Words Made Up of Characters Learned before,2
新年 (2.15),新年,xīnnián,n.,New Year,2.15,,,新、年,New Words Made Up of Characters Learned before,2
有意思 (2.14),有意思,yǒuyìsi,,"interesting, fun",2.14,,,有、意思,New Words Made Up of Characters Learned before,2
