Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
称,chēng,v.,to weigh,16,,,,New Word,5上
成果,chéngguǒ,n.,"result, achievement",16,,,,New Word,5上
成就,chéngjiù,n.,"achievement, accomplishment",4,,,,New Word,5上
成熟,chéngshú,v./adj.,to ripen; mature,10,,,,New Word,5上
成语,chéngyǔ,n.,"idiom, set phrase",7,,,,New Word,5上
诚恳,chéngkěn,adj.,"sincere, earnest",4,,,,New Word,5上
程度,chéngdù,n.,"degree, level",12,,,,New Word,5上
吃亏,chīkuī,v.,to suffer losses,8,,,,New Word,5上
迟早,chízǎo,adv.,sooner or later,15,,,,New Word,5上
持续,chíxù,v.,"to continue, to last",11,,,,New Word,5上
冲,chōng,v.,"to rush, to dash",5,,,,New Word,5上
充分,chōngfèn,adj.,"ample, sufficient",14,,,,New Word,5上
充满,chōngmǎn,v.,to be full of,5,,,,New Word,5上
重复,chóngfù,v.,to repeat,13,,,,New Word,5上
宠物,chǒngwù,n.,pet,8,,,,New Word,5上
抽象,chōuxiàng,adj./v.,abstract; to draw a correct conclusion from objective facts,18,,,,New Word,5上
丑(陋),chǒu(lòu),adj.,ugly,18,,,,New Word,5上
出自,chūzì,v.,"to come from, to stem from",18,,,,New Word,5上
除,chú,v.,"to get rid of, to remove",6,,,,New Word,5上
除夕,chúxī,n.,eve of the Lunar New Year/Spring Festival,6,,,,New Word,5上
传说,chuánshuō,n.,legend,5,,,,New Word,5上
传统,chuántǒng,n./adj.,tradition; traditional,11,,,,New Word,5上
窗帘,chuānglián,n.,curtain,11,,,,New Word,5上
创造,chuàngzào,v.,"to create, to produce",14,,,,New Word,5上
词汇,cíhuì,n.,vocabulary,8,,,,New Word,5上
辞职,cízhí,v.,to quit a job,3,,,,New Word,5上
此外,cǐwài,conj.,"in addition, moreover",6,,,,New Word,5上
从而,cóng'ér,conj.,"thus, consequently",5,,,,New Word,5上
从前,cóngqián,n.,"before, in the past",4,,,,New Word,5上
催,cuī,v.,"to urge, to push",1,,,,New Word,5上
存在,cúnzài,v.,to exist,16,,,,New Word,5上
措施,cuòshī,n.,"measure, step",16,,,,New Word,5上
达到,dádào,v.,"to reach, to attain",16,,,,New Word,5上
打工,dǎgōng,v.,"to work for others, to do a temporary job",2,,,,New Word,5上
打交道,dǎjiāodào,,to make contact with,14,,,,New Word,5上
打听,dǎting,v.,to inquire about,4,,,,New Word,5上
大方,dàfang,adj.,generous,9,,,,New Word,5上
呆,dāi,adj./v.,"dull, dumb; to stagnate",13,,,,New Word,5上
代表,dàibiǎo,n./v.,typical case; to represent,14,,,,New Word,5上
待遇,dàiyù,n.,pay and perks,3,,,,New Word,5上
胆小鬼,dǎnxiǎoguǐ,n.,coward,15,,,,New Word,5上
当地,dāngdì,n.,"local, in the locality",12,,,,New Word,5上
挡,dǎng,v.,"to block, to get in the way of",5,,,,New Word,5上
导演,dǎoyǎn,n./v.,director (of a show or movie); to direct,10,,,,New Word,5上
导致,dǎozhì,v.,"to cause, to lead to",11,,,,New Word,5上
倒,dào,adv.,indicating being contrary to what is expected or thought,8,,,,New Word,5上
道理,dàoli,n.,"principle, theory",15,,,,New Word,5上
等待,děngdài,v.,to wait,1,,,,New Word,5上
等于,děngyú,v.,to be equal to,17,,,,New Word,5上
低落,dīluò,adj.,"down, depressed",11,,,,New Word,5上
敌(人),dí(rén),n.,enemy,15,,,,New Word,5上
地道,dìdao,adj.,"true, genuine",9,,,,New Word,5上
地区,dìqū,n.,"area, region",5,,,,New Word,5上
地位,dìwèi,n.,"position, status",12,,,,New Word,5上
递,dì,v.,"to hand over, to pass",1,,,,New Word,5上
点心,diǎnxin,n.,"dessert, dim sum",9,,,,New Word,5上
电台,diàntái,n.,radio station,1,,,,New Word,5上
钓,diào,v.,to fish with a hook and line,3,,,,New Word,5上
顶,dǐng,v.,"to go against, to move towards",4,,,,New Word,5上
冻,dòng,v.,"to freeze, to feel very cold",2,,,,New Word,5上
洞,dòng,n.,hole,10,,,,New Word,5上
逗,dòu,v.,"to amuse, to tease",12,,,,New Word,5上
独立,dúlì,v.,to be on one's own,15,,,,New Word,5上
独特,dútè,adj.,"unique, distinctive",5,,,,New Word,5上
度过,dùguò,v.,"to pass, to spend",17,,,,New Word,5上
断,duàn,v.,"to cut off, to stop",2,,,,New Word,5上
断断续续,duànduànxùxù,adj.,"off and on, intermittent",13,,,,New Word,5上
对比,duìbǐ,v.,"to compare, to contrast",1,,,,New Word,5上
对方,duìfāng,n.,"the other side, the other party",8,,,,New Word,5上
蹲,dūn,v.,"to squat, to crouch",7,,,,New Word,5上
顿,dùn,m.,used for meals,3,,,,New Word,5上
多亏,duōkuī,v.,"luckily, thank to",13,,,,New Word,5上
发愁,fāchóu,v.,to worry,3,,,,New Word,5上
发达,fādá,adj.,"developed, advanced",12,,,,New Word,5上
反而,fǎn'ér,adv.,"on the contrary, instead",4,,,,New Word,5上
反应,fǎnyìng,n./v.,response; to react,7,,,,New Word,5上
反映,fǎnyìng,v.,"to reflect, to mirror",5,,,,New Word,5上
方,fāng,adj.,square,14,,,,New Word,5上
方案,fāng'àn,n.,"plan, scheme",15,,,,New Word,5上
方式,fāngshì,n.,"way, method",8,,,,New Word,5上
仿佛,fǎngfú,adv./v.,"as if; to be like, to be similar to",13,,,,New Word,5上
非,fēi,v.,to be not,16,,,,New Word,5上
分别,fēnbié,adv.,"respectively, separately",7,,,,New Word,5上
分布,fēnbù,v.,"to be distributed (over an area), to be scattered",5,,,,New Word,5上
分析,fēnxī,v.,to analyze,16,,,,New Word,5上
纷纷,fēnfēn,adv./adj.,one after another; all at once,6,,,,New Word,5上
风俗,fēngsú,n.,"custom, convention",6,,,,New Word,5上
疯,fēng,v.,"to be crazy, to go mad",3,,,,New Word,5上
讽刺,fěngcì,v.,to satirize,15,,,,New Word,5上
扶,fú,v.,to support with one's hand,4,,,,New Word,5上
服装,fúzhuāng,n.,"clothing, costume",17,,,,New Word,5上
幅,fú,m.,"used for paintings and scrolls, etc.",18,,,,New Word,5上
改进,gǎijìn,v.,"to improve, to ameliorate",10,,,,New Word,5上
赶紧,gǎnjǐn,adv.,"immediately, at once",6,,,,New Word,5上
感激,gǎnjī,v.,to feel grateful,5,,,,New Word,5上
感受,gǎnshòu,v./n.,to feel; feeling,2,,,,New Word,5上
干活儿,gànhuór,v.,to work,3,,,,New Word,5上
高档,gāodàng,adj.,"high-grade, top-notch",9,,,,New Word,5上
高级,gāojí,adj.,"senior, high-ranking",12,,,,New Word,5上
告别,gàobié,v.,to say goodbye,17,,,,New Word,5上
格外,géwài,adv.,"especially, extraordinarily",8,,,,New Word,5上
个别,gèbié,adv./adj.,one or two; exceptional,16,,,,New Word,5上
个人,gèrén,n.,individual,12,,,,New Word,5上
各自,gèzì,pron.,"each, respective",3,,,,New Word,5上
根,gēn,m./n.,"root, foundation; a measure word for long and thin objects",7,,,,New Word,5上
工程师,gōngchéngshī,n.,engineer,13,,,,New Word,5上
工具,gōngjù,n.,"tool, instrument",13,,,,New Word,5上
エ人,gōngrén,n.,worker,3,,,,New Word,5上
公元,gōngyuán,n.,Christian era,15,,,,New Word,5上
功能,gōngnéng,n.,function,14,,,,New Word,5上
姑姑,gūgu,n.,"aunt, father's sister",2,,,,New Word,5上
姑娘,gūniang,n.,girl,6,,,,New Word,5上
古代,gǔdài,n.,ancient times,4,,,,New Word,5上
古典,gǔdiǎn,adj.,classical,18,,,,New Word,5上
骨(头),gǔ(tou),n.,bone,6,,,,New Word,5上
固定,gùdìng,adj./v.,"fixed, settled; to fix",8,,,,New Word,5上
关闭,guānbì,v.,"to close, to shut",14,,,,New Word,5上
官,guān,n.,government official,4,,,,New Word,5上
光临,guānglín,v.,"to visit, to frequent",9,,,,New Word,5上
光线,guāngxiàn,n.,"light, ray",11,,,,New Word,5上
广大,guǎngdà,adj.,"vast, extensive",5,,,,New Word,5上
广泛,guǎngfàn,adj.,"wide, extensive",14,,,,New Word,5上
规律,guīlǜ,n./adj.,"law, regular pattern; regular",11,,,,New Word,5上
规则,guīzé,adj./n.,regular; rule,18,,,,New Word,5上
锅,guō,n.,"pot, pan",6,,,,New Word,5上
果然,guǒrán,adv.,"as expected, really",6,,,,New Word,5上
果实,guǒshí,n.,fruit,8,,,,New Word,5上
哈,hā,onom./int.,sound of laughter; indicating complacency or satisfaction,8,,,,New Word,5上
海鲜,hǎixiān,n.,seafood,3,,,,New Word,5上
喊,hǎn,v.,"to shout, to call",1,,,,New Word,5上
豪华,háohuá,adj.,"luxurious, lavish",9,,,,New Word,5上
好客,hàokè,v.,to be hospitable,9,,,,New Word,5上
好奇,hàoqí,adj.,curious,13,,,,New Word,5上
合作,hézuò,v.,"to cooperate, to work together",12,,,,New Word,5上
何必,hébì,adv.,(indicating that there is no need for sth.) why,13,,,,New Word,5上
何況,hékuàng,conj.,let alone,13,,,,New Word,5上
恨,hèn,v.,to hate,6,,,,New Word,5上
猴子,hóuzi,n.,monkey,8,,,,New Word,5上
后背,hòubèi,n.,back (of the human body),4,,,,New Word,5上
呼朋唤友,hūpénghuànyou,,"to invite friends, to have friends gather together",9,,,,New Word,5上
呼吸,hūxī,v.,to breathe,11,,,,New Word,5上
忽然,hūrán,adv.,suddenly,7,,,,New Word,5上
忽视,hūshì,v.,"to ignore, to overlook",17,,,,New Word,5上
胡说,húshuō,v.,to talk nonsense,7,,,,New Word,5上
胡同,hútòng,n.,"alley, lane",9,,,,New Word,5上
壶,hú,n.,"pot, kettle",5,,,,New Word,5上
糊涂,hútu,adj.,muddleheaded,15,,,,New Word,5上
华裔,Huáyì,n.,foreign citizen of Chinese origin,12,,,,New Word,5上
滑,huá,adj./v.,"slippery; to slip, to slide",4,,,,New Word,5上
话题,huàtí,n.,topic,18,,,,New Word,5上
慌(张),huāng(zhāng),adj.,"flurried, flustered",11,,,,New Word,5上
灰尘,huīchén,n.,"dust, dirt",2,,,,New Word,5上
挥,huī,v.,"to wave, to wield",18,,,,New Word,5上
婚礼,hūnlǐ,n.,wedding,17,,,,New Word,5上
婚姻,hūnyīn,n.,marriage,1,,,,New Word,5上
活跃,huóyuè,adj./v.,"active, dynamic; to activate",18,,,,New Word,5上
伙伴,huǒbàn,n.,partner,12,,,,New Word,5上
或许,huòxǔ,adv.,"maybe, perhaps",10,,,,New Word,5上
击,jī,v.,"to hit, to strike",3,,,,New Word,5上
机器,jīqì,n.,machine,13,,,,New Word,5上
激烈,jīliè,adj.,"intense, fierce",13,,,,New Word,5上
极其,jíqí,adv.,extremely,18,,,,New Word,5上
即,jí,v./adv.,to be; namely,16,,,,New Word,5上
集中,jízhōng,v./adj.,"to concentrate, to focus; concentrated",17,,,,New Word,5上
计算,jìsuàn,v.,"to calculate, to compute",11,,,,New Word,5上
记忆,jìyì,v./n.,to remember; memory,11,,,,New Word,5上
纪念,jìniàn,v.,to commemorate,10,,,,New Word,5上
系,jì,v.,"to tie, to fasten",10,,,,New Word,5上
家庭,jiātíng,n.,family,8,,,,New Word,5上
甲,jiǎ,n.,first,13,,,,New Word,5上
驾驶,jiàshǐ,v.,"to drive, to pilot",3,,,,New Word,5上
坚决,jiānjué,adj.,"resolute, determined",2,,,,New Word,5上
肩膀,jiānbǎng,n.,shoulder,1,,,,New Word,5上
艰苦,jiānkǔ,adj.,"arduous, difficult, tough",10,,,,New Word,5上
建筑,jiànzhù,n.,"building, architecture",14,,,,New Word,5上
讲究,jiǎngjiu,v./adj.,"to be particular about, to stress; exquisite",9,,,,New Word,5上
交际,jiāojì,n.,"social contact, communication",9,,,,New Word,5上
角度,jiǎodù,n.,"angle, degree of angle",5,,,,New Word,5上
结实,jiēshí,adj.,"strong, sturdy",4,,,,New Word,5上
接待,jiēdài,v.,"to receive (sb.), to entertain",14,,,,New Word,5上
节省,jiéshěng,v.,"to save, to economize",8,,,,New Word,5上
节食,jiéshí,v.,to go on a diet,16,,,,New Word,5上
结构,jiégòu,n.,structure,8,,,,New Word,5上
结论,jiélùn,n.,conclusion,7,,,,New Word,5上
戒,jiè,v.,"to give up, to quit",9,,,,New Word,5上
借口,jièkǒu,n./v.,"excuse, pretext; to use as an excuse",16,,,,New Word,5上
金属,jīnshǔ,n.,metal,7,,,,New Word,5上
尽(カ),jǐn(lì),v.,to try one's best,7,,,,New Word,5上
近代,jìndài,n.,modern times (referring to the period between mid-19th century and 1919 in Chinese history),9,,,,New Word,5上
经营,jīngyíng,v.,"to manage, to run",12,,,,New Word,5上
精神,jīngshén,n./adj.,"spirit, vigor; lively, vigorous",11,,,,New Word,5上
救,jiù,v.,"to save, to rescue",5,,,,New Word,5上
舅舅,jiùjiu,n.,"uncle, mother's brother",2,,,,New Word,5上
居然,jūrán,adv.,indicating unexpectedness,1,,,,New Word,5上
具备,jùbèi,v.,"to have, to possess",14,,,,New Word,5上
决心,juéxīn,n./v.,determination; to make up one's mind,4,,,,New Word,5上
绝对,juéduì,adv./adj.,"absolutely, definitely; absolute",15,,,,New Word,5上
军事,jūnshì,n.,military affairs,15,,,,New Word,5上
开发,kāifā,v.,"to develop, to exploit",12,,,,New Word,5上
开幕式,kāimùshì,n.,opening ceremony,17,,,,New Word,5上
靠,kào,v.,to lean against,1,,,,New Word,5上
颗,kē,m.,used for things small and roundish,8,,,,New Word,5上
可见,kějiàn,conj.,it can be seen that...,18,,,,New Word,5上
可靠,kěkào,adj.,"reliable, dependable",16,,,,New Word,5上
空间,kōngjiān,n.,space,14,,,,New Word,5上
啦,la,part.,"combination of the sounds of ""了 (le)"" and "" 啊(a) "", expressing exclamation, interrogation, etc.",10,,,,New Word,5上
拦,lán,v.,"to block, to hold back",10,,,,New Word,5上
烂,làn,adj.,"bad, lame",17,,,,New Word,5上
劳动,láodòng,n./v.,"work, labor; to work, to do physical labor",14,,,,New Word,5上
老百姓,lǎobǎixìng,n.,"ordinary people, civilians",5,,,,New Word,5上
老婆,lǎopó,n.,wife,1,,,,New Word,5上
老实,lǎoshi,adj.,"honest, frank",4,,,,New Word,5上
姥姥,lǎolao,n.,maternal grandma,2,,,,New Word,5上
雷,léi,n.,thunder,3,,,,New Word,5上
类型,lèixíng,n.,"type, category",16,,,,New Word,5上
离婚,lí hūn,v.,to divorce,1,,,,New Word,5上
理论,lǐlùn,n.,theory,15,,,,New Word,5上
立即,lìjí,adv.,"immediately, at once",16,,,,New Word,5上
立刻,lìkè,adv.,"at once, immediately",2,,,,New Word,5上
连忙,liánmáng,adv.,"promptly, at once",13,,,,New Word,5上
连续,liánxù,v.,"to be continuous, to be in succession",7,,,,New Word,5上
联合,liánhé,v./adj.,"to unite, to ally; joint, combined",16,,,,New Word,5上
良好,liánghǎo,adj.,"good, fine",17,,,,New Word,5上
粮食,liángshi,n.,"grain, cereal, food",8,,,,New Word,5上
亮,liàng,adj./v.,bright; to shine,2,,,,New Word,5上
临,lín,prep.,"about to, just before",2,,,,New Word,5上
临时,línshí,adv./adj.,for a short time; temporary,16,,,,New Word,5上
灵活,línghuó,adj.,"flexible, elastic",15,,,,New Word,5上
铃,líng,n.,bell,11,,,,New Word,5上
领导,lǐngdǎo,n.,leader,12,,,,New Word,5上
令,lìng,v.,"to make, to cause",14,,,,New Word,5上
流传,liúchuán,v.,"to spread, to hand down",4,,,,New Word,5上
流泪,liúlèi,v.,to shed tears,2,,,,New Word,5上
龙,lóng,n.,dragon,5,,,,New Word,5上
漏,lòu,v.,(of a container) to leak,3,,,,New Word,5上
陆地,lùdì,n.,land,3,,,,New Word,5上
轮,lún,v.,to take turns,1,,,,New Word,5上
轮流,lúnliú,v.,to take turns,3,,,,New Word,5上
骂,mà,v.,"to curse, to call names",15,,,,New Word,5上
馒头,mántou,n.,steamed bun,8,,,,New Word,5上
满足,mǎnzú,v.,to be satisfied,4,,,,New Word,5上
毛病,máobìng,n.,"shortcoming, weakness",15,,,,New Word,5上
矛盾,máodùn,n./adj.,conflict; conflicting,14,,,,New Word,5上
美术,měishù,n.,fine art,17,,,,New Word,5上
魅力,mèilì,n.,charm,17,,,,New Word,5上
苗条,miáotiao,adj.,"slim, slender",16,,,,New Word,5上
描写,miáoxiě,v.,"to describe, to depict",5,,,,New Word,5上
明明,míngmíng,adv.,"evidently, undoubtedly",9,,,,New Word,5上
明显,míngxiǎn,adj.,"obvious, apparent",16,,,,New Word,5上
明星,míngxīng,n.,"star, celebrity",12,,,,New Word,5上
命令,mìnglìng,v./n.,to command; order,15,,,,New Word,5上
摸,mō,v.,"to touch, to feel, to stroke",7,,,,New Word,5上
模仿,mófǎng,v.,"to imitate, to model on",11,,,,New Word,5上
目前,mùqián,n.,"now, present",18,,,,New Word,5上
哪怕,nǎpà,conj.,even if,18,,,,New Word,5上
脑袋,nǎodài,n.,head,1,,,,New Word,5上
闹钟,nàozhōng,n.,alarm clock,11,,,,New Word,5上
宁可,nìngkě,adv.,would rather,17,,,,New Word,5上
农村,nóngcūn,n.,countryside,2,,,,New Word,5上
农民,nóngmín,n.,"farmer, peasant",4,,,,New Word,5上
浓,nóng,adj.,"strong, deep",14,,,,New Word,5上
女士,nǚshì,n.,"lady, madam",1,,,,New Word,5上
拍,pāi,v.,"to take (a photo), to shoot (a video)",10,,,,New Word,5上
派,pài,v.,"to send, to assign, to appoint",15,,,,New Word,5上
派,pài,n.,"faction, school, group of people sharing identical ideas, style or tastes",18,,,,New Word,5上
盼望,pànwàng,v.,to look forward to,3,,,,New Word,5上
盆(子),pén(zi),n.,"basin, tub",6,,,,New Word,5上
碰,pèng,v.,"to meet, to come across",5,,,,New Word,5上
匹,pǐ,m.,used for horses,10,,,,New Word,5上
片面,piànmiàn,adj.,one-sided,7,,,,New Word,5上
飘,piāo,v.,"to float (in the air), to waft",2,,,,New Word,5上
平,píng,adj.,"flat, level",7,,,,New Word,5上
平常,píngcháng,adj./n.,"common, ordinary; mediocrity",17,,,,New Word,5上
平静,píngjìng,adj.,"quiet, peaceful",3,,,,New Word,5上
平均,píngjūn,adj.,average,9,,,,New Word,5上
评价,píngjià,v./n.,"to evaluate; evaluation, comment",17,,,,New Word,5上
其余,qíyú,pron.,"the rest, the others",18,,,,New Word,5上
奇迹,qíjì,n.,"miracle, wonder",10,,,,New Word,5上
企业,qǐyè,n.,"enterprise, company",12,,,,New Word,5上
启发,qǐfā,v.,"to enlighten, to inspire",13,,,,New Word,5上
气氛,qìfēn,n.,atmosphere,13,,,,New Word,5上
签,qiān,v.,"to sign, to autograph",18,,,,New Word,5上
浅,qiǎn,adj.,"shallow, light",11,,,,New Word,5上
强烈,qiángliè,adj.,strong and vehement,2,,,,New Word,5上
墙,qiáng,n.,wall,7,,,,New Word,5上
抢,qiǎng,v.,"to rob, to snatch",5,,,,New Word,5上
悄悄,qiāoqiāo,adv.,"quietly, secretly",2,,,,New Word,5上
瞧,qiáo,v.,"to look, to see",13,,,,New Word,5上
亲切,qīnqiè,adj.,"warm, cordial, affectionate",14,,,,New Word,5上
亲自,qīnzì,adv.,"personally, in person",9,,,,New Word,5上
勤奋,qínfèn,adj.,diligent,4,,,,New Word,5上
轻视,qīngshì,v.,"to look down upon, to belittle",15,,,,New Word,5上
情景,qíngjǐng,n.,"scene, sight",8,,,,New Word,5上
情绪,qíngxù,n.,"emotion, mood",11,,,,New Word,5上
请求,qǐngqiú,v./n.,"to request, to ask; request",10,,,,New Word,5上
球迷,qiúmí,n.,ball game fan,13,,,,New Word,5上
趋势,qūshì,n.,"trend, tendency",16,,,,New Word,5上
去世,qùshì,v.,"to die, to pass away",4,,,,New Word,5上
缺乏,quēfá,v.,"to lack, to be short of",13,,,,New Word,5上
确定,quèdìng,v.,"to confirm, to make sure",7,,,,New Word,5上
确认,quèrèn,v.,"to confirm, to affirm",18,,,,New Word,5上
群,qún,m.,"group, herd, flock",8,,,,New Word,5上
人才,réncái,n.,talented person,4,,,,New Word,5上
人类,rénlèi,n.,humankind,11,,,,New Word,5上
人民,rénmín,n.,people,14,,,,New Word,5上
人生,rénshēng,n.,life,3,,,,New Word,5上
人员,rényuán,n.,"personnel, staff",16,,,,New Word,5上
日常,rìcháng,adj.,"day-to-day, daily",14,,,,New Word,5上
日子,rìzi,n.,"life, livelihood",14,,,,New Word,5上
如何,rúhé,pron.,how,1,,,,New Word,5上
如今,rújīn,n.,"nowadays, present",5,,,,New Word,5上
弱,ruò,adj.,weak,15,,,,New Word,5上
洒,sǎ,v.,"to sprinkle, to spray",18,,,,New Word,5上
杀,shā,v.,to kill,6,,,,New Word,5上
晒,shài,v.,to dry in the sun,2,,,,New Word,5上
闪电,shǎndiàn,n.,lightning,3,,,,New Word,5上
扇子,shànzi,n.,fan,7,,,,New Word,5上
善良,shànliáng,adj.,kind-hearted,5,,,,New Word,5上
善于,shànyú,v.,to be good at,7,,,,New Word,5上
伤害,shānghài,v.,"to hurt, to harm",6,,,,New Word,5上
上当,shàngdàng,v.,"to be taken in, to be deceived",15,,,,New Word,5上
设计,shèjì,v./n.,to design; design,18,,,,New Word,5上
射(击),shè(jī),v.,to shoot,6,,,,New Word,5上
摄影师,shèyǐngshī,n.,photographer,10,,,,New Word,5上
伸,shēn,v.,"to stretch, to extend",1,,,,New Word,5上
身份,shēnfèn,n.,identity,18,,,,New Word,5上
深刻,shēnkè,adj.,"deep, profound",17,,,,New Word,5上
神秘,shénmì,adj.,"mystical, mysterious",18,,,,New Word,5上
升,shēng,v.,"to rise, to go up",16,,,,New Word,5上
绳子,shéngzi,n.,rope,7,,,,New Word,5上
胜利,shènglì,v.,to win a victory,15,,,,New Word,5上
失眠,shīmián,v.,to suffer from insomnia,11,,,,New Word,5上
诗,shī,n.,poem,5,,,,New Word,5上
石头,shítou,n.,"stone, rock",7,,,,New Word,5上
时代,shídài,n.,"era, age, epoch",3,,,,New Word,5上
时刻,shíkè,n.,moment,3,,,,New Word,5上
时期,shíqī,n.,"period, stage",4,,,,New Word,5上
时尚,shíshàng,n.,fashion,9,,,,New Word,5上
实现,shíxiàn,v.,"to realize, to achieve",12,,,,New Word,5上
实验,shíyàn,v./n.,to make an experiment; experiment,11,,,,New Word,5上
食物,shíwù,n.,food,4,,,,New Word,5上
始终,shǐzhōng,adv.,"from the beginning to the end, all along",10,,,,New Word,5上
士兵,shìbīng,n.,soldier,7,,,,New Word,5上
市场,shìchǎng,n.,market,11,,,,New Word,5上
似的,shìde,part.,"(indicating similarity) like, as",6,,,,New Word,5上
事实,shìshí,n.,fact,18,,,,New Word,5上
事物,shìwù,n.,"thing, object",17,,,,New Word,5上
手指,shǒuzhǐ,n.,finger,1,,,,New Word,5上
守岁,shǒusuì,v.,to stay up late or all night on New Year's Eve,6,,,,New Word,5上
首,shǒu,n.,"head, first",9,,,,New Word,5上
舒适,shūshì,adj.,"comfortable, cozy",3,,,,New Word,5上
蔬菜,shūcài,n.,vegetable,8,,,,New Word,5上
数,shù,num.,several,11,,,,New Word,5上
甩,shuǎi,v.,"to throw off, to swing",4,,,,New Word,5上
说不定,shuōbudìng,adv.,"perhaps, possibly, it's likely that...",6,,,,New Word,5上
说服,shuōfú,v.,"to persuade, to convince",10,,,,New Word,5上
似乎,sìhū,adv.,"it seems that..., seemingly",8,,,,New Word,5上
算,suàn,v.,"to regard as, to count as",9,,,,New Word,5上
随时,suíshí,adv.,at any time,3,,,,New Word,5上
随手,suíshǒu,adv.,"randomly, without extra trouble",18,,,,New Word,5上
碎,suì,v./adj.,"to break into pieces; broken, fragmentary",7,,,,New Word,5上
所,suǒ,part.,used before a verb followed by a noun which is the receiver of the action,11,,,,New Word,5上
所谓,suǒwèi,adj.,so-called,14,,,,New Word,5上
锁,suǒ,n./v.,lock; to lock up,2,,,,New Word,5上
台阶,táijiē,n.,flight of steps,3,,,,New Word,5上
太太,tàitai,n.,wife,3,,,,New Word,5上
