Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
逃,táo,v.,to escape,6,,,,New Word,5上
桃,táo,n.,peach,13,,,,New Word,5上
淘气,táoqì,adj.,"naughty, mischievous",8,,,,New Word,5上
套,tào,m.,"set, suite",2,,,,New Word,5上
体会,tǐhuì,v./n.,"to learn from experience, to realize; feeling",17,,,,New Word,5上
(代)替,(dài)tì,prep.,"for, on behalf of",6,,,,New Word,5上
天真,tiānzhēn,adj.,"naïve, innocent",6,,,,New Word,5上
调皮,tiáopí,adj.,"naughty, mischievous",8,,,,New Word,5上
调整,tiáozhěng,v./n.,"to adjust, to revise; adjustment",18,,,,New Word,5上
挑战,tiǎozhàn,v./n.,"to challenge, to battle; challenge",15,,,,New Word,5上
通常,tōngcháng,adv.,usually,14,,,,New Word,5上
投篮,tóu lán,v.,to shoot (a basket),13,,,,New Word,5上
投入,tóurù,v./n./adj.,"to put into, to spend on; input; devoted",17,,,,New Word,5上
突出,tūchū,adj.,"prominent, salient",9,,,,New Word,5上
推广,tuīguǎng,v.,"to popularize, to spread",12,,,,New Word,5上
推荐,tuījiàn,v.,to recommend,17,,,,New Word,5上
外公,wàigōng,n.,maternal grandfather,6,,,,New Word,5上
完整,wánzhěng,adj.,complete,8,,,,New Word,5上
危害,wēihài,v.,"to harm, to jeopardize",11,,,,New Word,5上
微笑,wēixiào,v./n.,to smile; smile,2,,,,New Word,5上
为,wéi,v.,to become,5,,,,New Word,5上
为,wéi,prep.,"(often. used together with ""所"") by (sb.)",14,,,,New Word,5上
围绕,wéirào,v.,to center around,10,,,,New Word,5上
尾巴,wěiba,n.,tail,7,,,,New Word,5上
委屈,wěiqu,v./adj.,to do (sb.) wrong; feeling wronged,4,,,,New Word,5上
未来,wèilái,n.,future,3,,,,New Word,5上
位于,wèiyú,v.,"to be located at (in, on, etc.)",9,,,,New Word,5上
位置,wèizhi,n.,"position, location",18,,,,New Word,5上
胃,wèi,n.,stomach,9,,,,New Word,5上
胃口,wèikǒu,n.,appetite,9,,,,New Word,5上
温暖,wēnnuǎn,adj./v.,warm; to make sb./sth. warm,2,,,,New Word,5上
文学家,wénxuéjiā,n.,"writer, man of letters",9,,,,New Word,5上
文字,wénzì,n.,written language,5,,,,New Word,5上
稳定,wěndìng,adj.,stable,3,,,,New Word,5上
卧室,wòshì,n.,bedroom,2,,,,New Word,5上
屋(子),wū(zi),n.,house,2,,,,New Word,5上
无奈,wúnài,v.,"to have no way out, to be helpless",6,,,,New Word,5上
勿,wù,adv.,(used in imperative sentences) don't,3,,,,New Word,5上
物质,wùzhì,n.,material,4,,,,New Word,5上
戏剧,xìjù,n.,"drama, play",17,,,,New Word,5上
细节,xìjié,n.,detail,1,,,,New Word,5上
瞎,xiā,v./adv.,"to be blind; blindly, foolishly",7,,,,New Word,5上
吓,xià,v.,"to frighten, to scare",6,,,,New Word,5上
显得,xiǎnde,v.,"to seem, to appear",8,,,,New Word,5上
显示,xiǎnshì,v.,"to show, to display",10,,,,New Word,5上
县,xiàn,n.,county,2,,,,New Word,5上
现代,xiàndài,n./adj.,modern times; modern,11,,,,New Word,5上
现实,xiànshí,n.,reality,12,,,,New Word,5上
现象,xiànxiàng,n.,phenomenon,16,,,,New Word,5上
限制,xiànzhì,v.,"to limit, to restrict",8,,,,New Word,5上
相处,xiāngchǔ,v.,to get along (with one another),8,,,,New Word,5上
相当,xiāngdāng,v.,to be equal to,11,,,,New Word,5上
相对,xiāngduì,adj.,"relative, comparative",16,,,,New Word,5上
相关,xiāngguān,v.,"to correlate, to be relevant",12,,,,New Word,5上
享受,xiǎngshòu,v.,to enjoy,11,,,,New Word,5上
想象,xiǎngxiàng,v.,to imagine,2,,,,New Word,5上
项,xiàng,m.,used for itemized things,1,,,,New Word,5上
项目,xiàngmù,n.,"item, project",13,,,,New Word,5上
(大)象,(dà)xiàng,n.,elephant,7,,,,New Word,5上
消费,xiāofèi,v.,to consume,8,,,,New Word,5上
销售,xiāoshòu,v.,"to sell, to market",12,,,,New Word,5上
孝顺,xiàoshùn,v./adj.,to show filial piety; obedient and respectful to one's parents,4,,,,New Word,5上
斜,xié,adj.,"oblique, slanting",5,,,,New Word,5上
写作,xiězuò,v.,to write,9,,,,New Word,5上
心理,xīnlǐ,n.,"mentality, psychology",11,,,,New Word,5上
欣赏,xīnshǎng,v.,"to enjoy, to admire",18,,,,New Word,5上
行为,xíngwéi,n.,behavior,8,,,,New Word,5上
形成,xíngchéng,v.,"to form, to take shape",5,,,,New Word,5上
形容,xíngróng,v.,"to describe, to depict",9,,,,New Word,5上
形式,xíngshì,n.,"form, mode",14,,,,New Word,5上
形势,xíngshì,n.,"situation, state of affairs",15,,,,New Word,5上
形象,xíngxiàng,adj.,vivid,9,,,,New Word,5上
形状,xíngzhuàng,n.,shape,5,,,,New Word,5上
兄弟,xiōngdì,n.,brother,10,,,,New Word,5上
叙述,xùshù,v.,to narrate,1,,,,New Word,5上
宣传,xuānchuán,v.,"to publicize, to promote",12,,,,New Word,5上
学问,xuéwèn,n.,"knowledge, learning",9,,,,New Word,5上
寻找,xúnzhǎo,v.,"to look for, to seek",7,,,,New Word,5上
询问,xúnwèn,v.,"to ask, to inquire",6,,,,New Word,5上
训练,xùnliàn,v.,to train,13,,,,New Word,5上
迅速,xùnsù,adj.,"quick, rapid",17,,,,New Word,5上
牙齿,yáchǐ,n.,tooth,7,,,,New Word,5上
样式,yàngshì,n.,"style, pattern",14,,,,New Word,5上
摇,yáo,v.,"to wave, to shake",7,,,,New Word,5上
咬,yǎo,v.,to bite,6,,,,New Word,5上
要不,yàobù,conj.,"otherwise, or else",8,,,,New Word,5上
业务,yèwù,n.,"professional work, business",12,,,,New Word,5上
业余,yèyú,adj.,amateur,18,,,,New Word,5上
夜,yè,n.,night,2,,,,New Word,5上
依然,yīrán,adv.,"still, nonetheless",17,,,,New Word,5上
一辈子,yībèizi,n.,all one's life,2,,,,New Word,5上
一再,yīzài,adv.,over and over again,13,,,,New Word,5上
移动,yídòng,v.,to move,12,,,,New Word,5上
移民,yímín,n.,immigrant,12,,,,New Word,5上
乙,yǐ,n.,second,13,,,,New Word,5上
以,yǐ,conj.,"in order to, so as to",17,,,,New Word,5上
以及,yǐjí,conj.,"and also, as well",12,,,,New Word,5上
以来,yǐlái,n.,since,2,,,,New Word,5上
亿,yì,num.,hundred million,5,,,,New Word,5上
意外,yìwài,adj./n.,unexpected; accident,16,,,,New Word,5上
意义,yìyì,n.,"meaning, significance",6,,,,New Word,5上
因而,yīn'ér,conj.,"therefore, thus",14,,,,New Word,5上
银(子),yín(zi),n.,silver,4,,,,New Word,5上
英俊,yīngjùn,adj.,handsome,6,,,,New Word,5上
英雄,yīngxióng,n.,hero,6,,,,New Word,5上
营养,yíngyǎng,n.,nutrition,16,,,,New Word,5上
影子,yǐngzi,n.,shadow,6,,,,New Word,5上
应用,yìngyòng,v.,to apply,12,,,,New Word,5上
硬,yìng,adj.,"hard, tough",7,,,,New Word,5上
拥抱,yōngbào,v.,"to hug, to embrace",3,,,,New Word,5上
用途,yòngtú,n.,"use, purpose",11,,,,New Word,5上
优美,yōuměi,adj.,"graceful, beautiful",5,,,,New Word,5上
悠久,yōujiǔ,adj.,"long-standing, age-old",5,,,,New Word,5上
幼儿园,yòu'éryuán,n.,kindergarten,13,,,,New Word,5上
于,yú,prep.,"from, out of",5,,,,New Word,5上
愿望,yuànwàng,n.,"wish, hope",11,,,,New Word,5上
晕,yūn,v.,"to faint, to pass out",5,,,,New Word,5上
运用,yùnyòng,v.,"to put into practice, to apply",17,,,,New Word,5上
灾害,zāihài,n.,"disaster, calamity",6,,,,New Word,5上
再三,zàisān,adv.,again and again,15,,,,New Word,5上
赞美,zànměi,v.,"to praise, to extol",5,,,,New Word,5上
糟糕,zāogāo,adj.,"bad, awful",17,,,,New Word,5上
造成,zàochéng,v.,"to cause, to give rise to",13,,,,New Word,5上
则,zé,m.,(used for news or writings) piece,7,,,,New Word,5上
则,zé,conj.,(indicating contrast) while,14,,,,New Word,5上
占,zhàn,v.,"to occupy, to take, to hold, to make up",4,,,,New Word,5上
战争,zhànzhēng,n.,war,4,,,,New Word,5上
长辈,zhǎngbèi,n.,senior member of a family,14,,,,New Word,5上
招待,zhāodài,v.,"to receive, to entertain",9,,,,New Word,5上
着火,zháohuǒ,v.,to catch fire,3,,,,New Word,5上
召开,zhàokāi,v.,"to hold (a meeting), to convene",12,,,,New Word,5上
针对,zhēnduì,v.,to be targeted at,12,,,,New Word,5上
阵,zhèn,m.,used for a short period or spell of an оссurrence or action,2,,,,New Word,5上
争论,zhēnglùn,v.,"to argue, to dispute",10,,,,New Word,5上
争取,zhēngqǔ,v.,"to strive for, to endeavor to",17,,,,New Word,5上
整个,zhěnggè,adj.,"whole, entire",6,,,,New Word,5上
整体,zhěngtǐ,n.,"whole, entirety",8,,,,New Word,5上
证据,zhèngjù,n.,"proof, evidence",18,,,,New Word,5上
挣,zhèng,v.,to earn,2,,,,New Word,5上
支,zhī,m.,"used for long, thin, inflexible objects",7,,,,New Word,5上
至今,zhìjīn,adv.,up to now,4,,,,New Word,5上
志愿者,zhìyuànzhě,n.,volunteer,16,,,,New Word,5上
制造,zhìzào,v.,"to make, to produce",6,,,,New Word,5上
治(疗),zhì(liáo),v.,"to treat, to cure",5,,,,New Word,5上
智慧,zhìhuì,n.,wisdom,7,,,,New Word,5上
中心,zhōngxīn,n.,center,12,,,,New Word,5上
重大,zhòngdà,adj.,"great, significant",10,,,,New Word,5上
猪,zhū,n.,pig,8,,,,New Word,5上
竹子,zhúzi,n.,bamboo,14,,,,New Word,5上
逐渐,zhújiàn,adv.,gradually,10,,,,New Word,5上
主持,zhǔchí,v./n.,"to host, to preside over; host/hostess",17,,,,New Word,5上
主动,zhǔdòng,adj.,on one's own initiative,15,,,,New Word,5上
主人,zhǔrén,n.,"master, owner",4,,,,New Word,5上
注册,zhùcè,v.,to register,12,,,,New Word,5上
专家,zhuānjiā,n.,expert,11,,,,New Word,5上
装,zhuāng,v.,"to load, to hold",13,,,,New Word,5上
装修,zhuāngxiū,v.,"to decorate (a house, room, etc.)",2,,,,New Word,5上
状态,zhuàngtài,n.,"state, status",11,,,,New Word,5上
撞,zhuàng,v.,to bump against,3,,,,New Word,5上
追,zhuī,v.,"to chase, to go after",6,,,,New Word,5上
姿势,zīshì,n.,"pose, posture",7,,,,New Word,5上
资格,zīgé,n.,qualification,15,,,,New Word,5上
资料,zīliào,n.,"data, material",9,,,,New Word,5上
自杀,zìshā,v.,to commit suicide,1,,,,New Word,5上
自由,zìyóu,n./adj.,freedom; free,18,,,,New Word,5上
综合,zōnghé,v./adj.,"to synthesize, to summarize; comprehensive, integrated",8,,,,New Word,5上
总裁,zǒngcái,n.,president (of a company),12,,,,New Word,5上
总共,zǒnggòng,adv.,"altogether, in total",16,,,,New Word,5上
阻止,zǔzhǐ,v.,"to stop, to prevent",15,,,,New Word,5上
组,zǔ,n./m.,"group, team, set",18,,,,New Word,5上
组成,zǔchéng,v.,"to form, to constitute",14,,,,New Word,5上
组合,zǔhé,v./n.,to combine; combination,14,,,,New Word,5上
醉,zuì,v.,to be drunk,2,,,,New Word,5上
作品,zuòpǐn,n.,work (of art or literature),18,,,,New Word,5上
作为,zuòwéi,v./prep.,"to be; as, being",9,,,,New Word,5上
作战,zuòzhàn,v.,to fight a battle,15,,,,New Word,5上
