Unique Key,Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
担心 (3.09),担心,dānxīn,v.,to worry,3.09,,,,New Word,3
蛋糕 (3.04),蛋糕,dàngāo,n.,cake,3.04,,,,New Word,3
当然 (3.05),当然,dāngrán,adv.,of course,3.05,,,,New Word,3
地方 (3.18),地方,dìfang,part.,used to connect an adverbial modifier and the verb it modifies,3.18,,,,New Word,3
灯 (3.11),灯,dēng,n.,"light, lamp",3.11,,,,New Word,3
地方 (3.10),地方,dìfang,n.,place,3.10,,,,New Word,3
地铁 (3.11),地铁,dìtiě,n.,subway,3.11,,,,New Word,3
地图 (3.01),地图,dìtú,n.,map,3.01,,,,New Word,3
电梯 (3.08),电梯,diàntī,n.,elevator,3.08,,,,New Word,3
电子邮件 (3.11),电子邮件,diànzǐyóujiàn,,e-mail,3.11,,,,New Word,3
东 (3.20),东,dōng,n.,east,3.20,,,,New Word,3
冬(天) (3.17),冬(天),dōng(tiān),n.,winter,3.17,,,,New Word,3
动物 (3.18),动物,dòngwù,n.,animal,3.18,,,,New Word,3
短 (3.19),短,duǎn,adj.,short,3.19,,,,New Word,3
段 (3.18),段,duàn,m.,used for sections or periods,3.18,,,,New Word,3
锻炼 (3.06),锻炼,duànliàn,v.,to do physical exercise,3.06,,,,New Word,3
多么 (3.20),多么,duōme,adv.,"very, to a great extent",3.20,,,,New Word,3
饿 (3.04),饿,è,adj.,hungry,3.04,,,,New Word,3
耳朵 (3.19),耳朵,ěrduo,n.,ear,3.19,,,,New Word,3
发 (3.15),发,fā,v.,to send,3.15,,,,New Word,3
发烧 (3.05),发烧,fāshāo,v.,to have a fever,3.05,,,,New Word,3
发现 (3.12),发现,fāxiàn,v.,to discover,3.12,,,,New Word,3
方便 (3.10),方便,fāngbiàn,adj.,convenient,3.10,,,,New Word,3
放 (3.03),放,fàng,v.,"to put, to place",3.03,,,,New Word,3
放心 (3.09),放心,fàngxīn,v.,"to ease one's mind, to rest assured",3.09,,,,New Word,3
分 (3.04),分,fēn,m.,"fen, a unit of money (-1/10 jiao)",3.04,,,,New Word,3
分 (3.20),分,fēn,v.,to distinguish,3.20,,,,New Word,3
附近 (3.10),附近,fùjìn,n.,"nearby, vicinity",3.10,,,,New Word,3
复习 (3.01),复习,fùxí,v.,to review,3.01,,,,New Word,3
干净 (3.14),干净,gānjìng,adj.,clean,3.14,,,,New Word,3
感冒 (3.05),感冒,gǎnmào,v.,to catch a cold,3.05,,,,New Word,3
感兴趣 (3.07),感兴趣,gǎnxìngqù,,to be interested in,3.07,,,,New Word,3
刚才 (3.06),刚才,gāngcái,n.,just now,3.06,,,,New Word,3
个子 (3.10),个子,gèzi,n.,"height, stature",3.10,,,,New Word,3
根据 (3.17),根据,gēnjù,prep.,"according to, based on",3.17,,,,New Word,3
跟 (3.01),跟,gēn,prep.,with,3.01,,,,New Word,3
更 (3.06),更,gèng,adv.,"more, even more",3.06,,,,New Word,3
公斤 (3.16),公斤,gōngjīn,n.,kilogramme,3.16,,,,New Word,3
公园 (3.06),公园,gōngyuán,n.,park,3.06,,,,New Word,3
故事 (3.14),故事,gùshì,n.,story,3.14,,,,New Word,3
刮风 (3.14),刮风,guāfēng,v.,to be windy,3.14,,,,New Word,3
关 (3.11),关,guān,v.,"to turn off, to close",3.11,,,,New Word,3
关系 (3.16),关系,guānxi,n.,relationship,3.16,,,,New Word,3
关心 (3.20),关心,guānxīn,v.,"to care for, to be interested in",3.20,,,,New Word,3
关于 (3.18),关于,guānyú,prep.,"about, regarding",3.18,,,,New Word,3
国家 (3.18),国家,guójiā,n.,"country, nation",3.18,,,,New Word,3
过 (3.19),过,guò,v.,"to spend, to pass",3.19,,,,New Word,3
过去 (3.13),过去,guòqu,n.,past,3.13,,,,New Word,3
还是 (3.03),还是,háishi,conj.,or,3.03,,,,New Word,3
害怕 (3.08),害怕,hàipà,v.,"to be afraid, to be scared",3.08,,,,New Word,3
黑板 (3.12),黑板,hēibǎn,n.,blackboard,3.12,,,,New Word,3
后来 (3.17),后来,hòulái,n.,"later, afterwards",3.17,,,,New Word,3
护照 (3.12),护照,hùzhào,n.,passport,3.12,,,,New Word,3
花 (3.03),花,huā,n.,flower,3.03,,,,New Word,3
花 (3.15),花,huā,v.,to spend,3.15,,,,New Word,3
画 (3.12),画,huà,v./n.,"to draw, to paint; drawing, painting",3.12,,,,New Word,3
坏 (3.13),坏,huài,adj.,"broken, ruined",3.13,,,,New Word,3
欢迎 (3.07),欢迎,huānyíng,v.,to welcome,3.07,,,,New Word,3
还 (3.11),还,hái,v.,to return,3.11,,,,New Word,3
环境 (3.10),环境,huánjìng,n.,environment,3.10,,,,New Word,3
换 (3.10),换,huàn,v.,"to change, to substitute",3.10,,,,New Word,3
回答 (3.04),回答,huídá,v.,to answer,3.04,,,,New Word,3
会议 (3.11),会议,huìyì,n.,"meeting, conference",3.11,,,,New Word,3
或者 (3.03),或者,huòzhě,on conj.,or,3.03,,,,New Word,3
几乎 (3.08),几乎,jīhū,adv.,almost,3.08,,,,New Word,3
机会 (3.18),机会,jīhuì,n.,opportunity,3.18,,,,New Word,3
极(了) (3.15),极(了),jí(le),adv.,extremely,3.15,,,,New Word,3
记得 (3.03),记得,jìde,v.,to remember,3.03,,,,New Word,3
季节 (3.05),季节,jìjié,n.,season,3.05,,,,New Word,3
检查 (3.16),检查,jiǎnchá,v.,"to check, to examine",3.16,,,,New Word,3
简单 (3.14),简单,jiǎndān,adj.,simple,3.14,,,,New Word,3
见面 (3.08),见面,jiànmiàn,v.,to meet,3.08,,,,New Word,3
健康 (3.08),健康,jiànkāng,adj.,healthy,3.08,,,,New Word,3
讲 (3.06),讲,jiǎng,v.,to explain,3.06,,,,New Word,3
教 (3.12),教,jiào,v.,to teach,3.12,,,,New Word,3
角 (3.04),角,jiǎo,m.,"jiao, a unit of money (=1/10 yuan)",3.04,,,,New Word,3
脚 (3.02),脚,jiǎo,n.,foot,3.02,,,,New Word,3
接 (3.07),接,jiē,v.,"to meet (sb.), to pick up (sb.)",3.07,,,,New Word,3
街道 (3.15),街道,jiēdào,n.,street,3.15,,,,New Word,3
节目 (3.14),节目,jiémù,n.,programme,3.14,,,,New Word,3
节日 (3.15),节日,jiérì,n.,festival,3.15,,,,New Word,3
结婚 (3.07),结婚,jiéhūn,v.,"to marry, to get married",3.07,,,,New Word,3
结束 (3.11),结束,jiéshù,v.,"to end, to finish",3.11,,,,New Word,3
解决 (3.20),解决,jiějué,v.,to solve,3.20,,,,New Word,3
借 (3.11),借,jiè,v.,"to borrow, to lend",3.11,,,,New Word,3
经常 (3.13),经常,jīngcháng,adv.,often,3.13,,,,New Word,3
经过 (3.19),经过,jīngguò,v.,to pass by,3.19,,,,New Word,3
经理 (3.02),经理,jīnglǐ,n.,manager,3.02,,,,New Word,3
久 (3.07),久,jiǔ,adj.,"for a long time, long",3.07,,,,New Word,3
旧 (3.10),旧,jiù,adj.,"old, used, worn",3.10,,,,New Word,3
句子 (3.15),句子,jùzi,n.,sentence,3.15,,,,New Word,3
决定 (3.17),决定,juédìng,v.,to decide,3.17,,,,New Word,3
可爱 (3.16),可爱,kě'ài,adj.,"lovely, adorable",3.16,,,,New Word,3
渴 (3.17),渴,kě,adj.,thirsty,3.17,,,,New Word,3
刻 (3.07),刻,kè,m.,quarter,3.07,,,,New Word,3
客人 (3.04),客人,kèrén,n.,"customer, guest",3.04,,,,New Word,3
空调 (3.11),空调,kōngtiáo,n.,air conditioner,3.11,,,,New Word,3
口 (3.11),口,kǒu,m.,mouthful,3.11,,,,New Word,3
口 (3.17),口,kǒu,n.,mouth,3.17,,,,New Word,3
哭 (3.19),哭,kū,v.,to cry,3.19,,,,New Word,3
裤子 (3.03),裤子,kùzi,n.,pants,3.03,,,,New Word,3
筷子 (3.11),筷子,kuàizi,n.,chopsticks,3.11,,,,New Word,3
蓝 (3.19),蓝,lán,adj.,blue,3.19,,,,New Word,3
老 (3.08),老,lǎo,adj.,old,3.08,,,,New Word,3
离开 (3.06),离开,líkāi,v.,"to leave, to part with",3.06,,,,New Word,3
礼物 (3.13),礼物,lǐwù,n.,"gift, present",3.13,,,,New Word,3
历史 (3.10),历史,lìshǐ,n.,history,3.10,,,,New Word,3
脸 (3.19),脸,liǎn,n.,face,3.19,,,,New Word,3
练习 (3.15),练习,liànxí,n.,exercise,3.15,,,,New Word,3
辆 (3.02),辆,liàng,m.,used for vehicles,3.02,,,,New Word,3
聊天(儿) (3.06),聊天(儿),liáotiān(r),v.,to chat,3.06,,,,New Word,3
了解 (3.09),了解,liǎojiě,v.,to know,3.09,,,,New Word,3
邻居 (3.17),邻居,línjū,n.,neighbour,3.17,,,,New Word,3
留学 (3.15),留学,liúxué,v.,to study abroad,3.15,,,,New Word,3
楼 (3.02),楼,lóu,n.,building,3.02,,,,New Word,3
绿 (3.03),绿,lǜ,adj.,green,3.03,,,,New Word,3
马 (3.19),马,mǎ,n.,horse,3.19,,,,New Word,3
马上 (3.08),马上,mǎshàng,adv.,"immediately, at once",3.08,,,,New Word,3
满意 (3.08),满意,mǎnyì,v.,to be satisfied,3.08,,,,New Word,3
帽子 (3.16),帽子,màozi,n.,"hat, cap",3.16,,,,New Word,3
米 (3.16),米,mǐ,n.,metre,3.16,,,,New Word,3
面包 (3.01),面包,miànbāo,n.,bread,3.01,,,,New Word,3
明白 (3.06),明白,míngbai,adj.,clear,3.06,,,,New Word,3
拿 (3.02),拿,ná,v.,"to take, to fetch",3.02,,,,New Word,3
奶奶 (3.13),奶奶,nǎinai,n.,grandmother,3.13,,,,New Word,3
南(方) (3.01),南(方),nán(fāng),n.,"south, southern part",3.01,,,,New Word,3
难 (3.02),难,nán,adj.,difficult,3.02,,,,New Word,3
难过 (3.20),难过,nánguò,adj.,sad,3.20,,,,New Word,3
年级 (3.04),年级,niánjí,n.,grade,3.04,,,,New Word,3
年轻 (3.04),年轻,niánqīng,adj.,young,3.04,,,,New Word,3
鸟 (3.19),鸟,niǎo,n.,bird,3.19,,,,New Word,3
努力 (3.04),努力,nǔlì,adj.,hard-working,3.04,,,,New Word,3
爬山 (3.03),爬山,páshān,v.,to climb a mountain,3.03,,,,New Word,3
盘子 (3.14),盘子,pánzi,n.,plate,3.14,,,,New Word,3
胖 (3.02),胖,pàng,adj.,fat,3.02,,,,New Word,3
皮鞋 (3.16),皮鞋,píxié,n.,leather shoes,3.16,,,,New Word,3
啤酒 (3.11),啤酒,píjiǔ,n.,beer,3.11,,,,New Word,3
瓶子 (3.11),瓶子,píngzi,n.,bottle,3.11,,,,New Word,3
其实 (3.02),其实,qíshí,adv.,actually,3.02,,,,New Word,3
其他 (3.15),其他,qítā,pron.,the rest,3.15,,,,New Word,3
奇怪 (3.18),奇怪,qíguài,adj.,"strange, odd",3.18,,,,New Word,3
骑 (3.10),骑,qí,v.,to ride,3.10,,,,New Word,3
起飞 (3.12),起飞,qǐfēi,v.,(of an aircraft) to take off,3.12,,,,New Word,3
起来 (3.13),起来,qǐlai,v.,(indicating an upward movement) to rise,3.13,,,,New Word,3
清楚 (3.06),清楚,qīngchu,adj.,"clear, distinct",3.06,,,,New Word,3
请假 (3.17),请假,qǐngjià,v.,to ask for leave,3.17,,,,New Word,3
秋(天) (3.19),秋(天),qiū(tiān),n.,"autumn, fall",3.19,,,,New Word,3
裙子 (3.05),裙子,qúnzi,n.,"dress, skirt",3.05,,,,New Word,3
然后 (3.14),然后,ránhòu,conj.,"then, after that",3.14,,,,New Word,3
热情 (3.04),热情,rèqíng,adj.,"warm, enthusiastic",3.04,,,,New Word,3
认为 (3.16),认为,rènwéi,v.,"to think, to believe",3.16,,,,New Word,3
认真 (3.04),认真,rènzhēn,adj.,"serious, earnest",3.04,,,,New Word,3
容易 (3.02),容易,róngyì,adj.,easy,3.02,,,,New Word,3
如果 (3.16),如果,rúguǒ,conj.,"if, in case",3.16,,,,New Word,3
伞 (3.02),伞,sǎn,n.,umbrella,3.02,,,,New Word,3
上网 (3.15),上网,shàngwǎng,v.,to surf the Internet,3.15,,,,New Word,3
生气 (3.12),生气,shēngqì,v.,angry,3.12,,,,New Word,3
声音 (3.14),声音,shēngyīn,n.,"sound, voice",3.14,,,,New Word,3
世界 (3.15),世界,shìjiè,n.,world,3.15,,,,New Word,3
试 (3.20),试,shì,v.,to try,3.20,,,,New Word,3
瘦 (3.02),瘦,shòu,adj.,thin,3.02,,,,New Word,3
叔叔 (3.14),叔叔,shūshu,n.,uncle,3.14,,,,New Word,3
舒服 (3.03),舒服,shūfu,adj.,comfortable,3.03,,,,New Word,3
树 (3.02),树,shù,n.,tree,3.02,,,,New Word,3
数学 (3.10),数学,shùxué,n.,maths,3.10,,,,New Word,3
刷牙 (3.16),刷牙,shuāyá,v.,to brush the teeth,3.16,,,,New Word,3
双 (3.11),双,shuāng,m.,pair,3.11,,,,New Word,3
水平 (3.15),水平,shuǐpíng,n.,"level, standard",3.15,,,,New Word,3
司机 (3.12),司机,sījī,n.,driver,3.12,,,,New Word,3
太阳 (3.12),太阳,tàiyang,n.,sun,3.12,,,,New Word,3
特别 (3.06),特别,tèbié,adv.,extraordinarily,3.06,,,,New Word,3
疼 (3.02),疼,téng,adj.,"hurt, painful",3.02,,,,New Word,3
提高 (3.15),提高,tígāo,v.,to improve,3.15,,,,New Word,3
体育 (3.10),体育,tǐyù,n.,"P.E., sports",3.10,,,,New Word,3
甜 (3.03),甜,tián,adj.,sweet,3.03,,,,New Word,3
条 (3.03),条,tiáo,m.,"used for pants, dresses, etc.",3.03,,,,New Word,3
同事 (3.07),同事,tóngshì,n.,colleague,3.07,,,,New Word,3
同意 (3.18),同意,tóngyì,v.,to agree,3.18,,,,New Word,3
头发 (3.16),头发,tóufa,n.,hair,3.16,,,,New Word,3
突然 (3.06),突然,tūrán,adv.,suddenly,3.06,,,,New Word,3
图书馆 (3.11),图书馆,túshūguǎn,n.,library,3.11,,,,New Word,3
腿 (3.02),腿,tuǐ,n.,leg,3.02,,,,New Word,3
完成 (3.15),完成,wánchéng,v.,to complete,3.15,,,,New Word,3
碗 (3.20),碗,wǎn,n.,bowl,3.20,,,,New Word,3
万 (3.18),万,wàn,num.,ten thousand,3.18,,,,New Word,3
忘记 (3.11),忘记,wàngjì,v.,to forget,3.11,,,,New Word,3
为 (3.05),为,wèi,prep.,for,3.05,,,,New Word,3
为了 (3.17),为了,wèile,prep.,for the sake of,3.17,,,,New Word,3
位 (3.19),位,wèi,m.,a respectful measure word for people,3.19,,,,New Word,3
文化 (3.15),文化,wénhuà,n.,culture,3.15,,,,New Word,3
西 (3.12),西,xi,n.,west,3.12,,,,New Word,3
习惯 (3.11),习惯,xíguàn,v./n.,to be used to; habit,3.11,,,,New Word,3
洗手间 (3.08),洗手间,xǐshǒujiān,n.,"bathroom, restroom",3.08,,,,New Word,3
洗澡 (3.14),洗澡,xǐzǎo,v.,to take a bath/shower,3.14,,,,New Word,3
夏(天) (3.05),夏(天),xià(tiān),n.,summer,3.05,,,,New Word,3
先 (3.09),先,xiān,adv.,"first, in advance",3.09,,,,New Word,3
相信 (3.18),相信,xiāngxìn,v.,to believe,3.18,,,,New Word,3
香蕉 (3.14),香蕉,xiāngjiāo,n.,banana,3.14,,,,New Word,3
向 (3.18),向,xiàng,prep.,towards,3.18,,,,New Word,3
像 (3.14),像,xiàng,v.,to be like,3.14,,,,New Word,3
小心 (3.03),小心,xiǎoxīn,adj.,careful,3.03,,,,New Word,3
校长 (3.13),校长,xiàozhǎng,n.,headmaster,3.13,,,,New Word,3
新闻 (3.15),新闻,xīnwén,n.,news,3.15,,,,New Word,3
新鲜 (3.03),新鲜,xīnxiān,adj.,fresh,3.03,,,,New Word,3
信用卡 (3.20),信用卡,xìnyòngkǎ,n.,credit card,3.20,,,,New Word,3
行李箱 (3.12),行李箱,xínglixiāng,n.,"luggage, suitcase",3.12,,,,New Word,3
熊猫 (3.08),熊猫,xióngmāo,n.,panda,3.08,,,,New Word,3
需要 (3.12),需要,xūyào,v.,to need,3.12,,,,New Word,3
选择 (3.17),选择,xuǎnzé,v.,to choose,3.17,,,,New Word,3
要求 (3.15),要求,yāoqiú,n.,requirement,3.15,,,,New Word,3
爷爷 (3.13),爷爷,yéye,n.,grandfather,3.13,,,,New Word,3
一定 (3.09),一定,yīdìng,adv.,"definitely, certainly",3.09,,,,New Word,3
一共 (3.17),一共,yīgòng,adv.,in total,3.17,,,,New Word,3
一会儿 (3.08),一会儿,yīhuìr,n.,a moment,3.08,,,,New Word,3
一样 (3.09),一样,yīyàng,adj.,"same, as...as...",3.09,,,,New Word,3
以前 (3.07),以前,yǐqián,n.,"before, ago",3.07,,,,New Word,3
一般 (3.13),一般,yībān,adj.,"general, usual",3.13,,,,New Word,3
一边 (3.13),一边,yībiān,adv.,indicating two actions taking place at the same time,3.13,,,,New Word,3
一直 (3.01),一直,yīzhí,adv.,all the time,3.01,,,,New Word,3
音乐 (3.06),音乐,yīnyuè,n.,music,3.06,,,,New Word,3
银行 (3.07),银行,yínháng,n.,bank,3.07,,,,New Word,3
饮料 (3.03),饮料,yǐnliào,n.,"drink, beverage",3.03,,,,New Word,3
应该 (3.13),应该,yīnggāi,v.,should,3.13,,,,New Word,3
影响 (3.09),影响,yǐngxiǎng,n.,influence,3.09,,,,New Word,3
用 (3.05),用,yòng,v.,to need,3.05,,,,New Word,3
游戏 (3.01),游戏,yóuxì,n.,game,3.01,,,,New Word,3
有名 (3.18),有名,yǒumíng,adj.,famous,3.18,,,,New Word,3
又 (3.03),又,yòu,adv.,"and, again",3.03,,,,New Word,3
遇到 (3.13),遇到,yùdào,v.,"to come across, to run into",3.13,,,,New Word,3
元 (3.03),元,yuán,m.,unit of money,3.03,,,,New Word,3
愿意 (3.13),愿意,yuànyì,v.,would like to,3.13,,,,New Word,3
月亮 (3.14),月亮,yuèliang,n.,moon,3.14,,,,New Word,3
越 (3.05),越,yuè,adv.,"more, to a greater degree",3.05,,,,New Word,3
站 (3.04),站,zhàn,v.,to stand,3.04,,,,New Word,3
张 (3.19),张,zhāng,m.,"used for flat objects such as paper, photos, etc.",3.19,,,,New Word,3
长 (3.16),长,zhǎng,v.,"to grow, to develop",3.16,,,,New Word,3
着急 (3.01),着急,zháojí,adj.,"worried, anxious",3.01,,,,New Word,3
照顾 (3.05),照顾,zhàogu,v.,to take care of,3.05,,,,New Word,3
照片 (3.04),照片,zhàopiàn,n.,photo,3.04,,,,New Word,3
照相机 (3.20),照相机,zhàoxiàngjī,n.,camera,3.20,,,,New Word,3
只 (3.18),只,zhǐ,m.,used for certain animals,3.18,,,,New Word,3
只 (3.03),只,zhǐ,adv.,"only, solely",3.03,,,,New Word,3
只有……オ…… (3.20),只有……オ……,zhǐyǒu……オ……,conj.,only...(that/can...),3.20,,,,New Word,3
中间 (3.09),中间,zhōngjiān,n.,middle,3.09,,,,New Word,3
终于 (3.13),终于,zhōngyú,adv.,finally,3.13,,,,New Word,3
种 (3.18),种,zhǒng,m.,"kind, type",3.18,,,,New Word,3
重要 (3.08),重要,zhòngyào,adj.,important,3.08,,,,New Word,3
周末 (3.01),周末,zhōumò,n.,weekend,3.01,,,,New Word,3
主要 (3.10),主要,zhǔyào,adj.,main,3.10,,,,New Word,3
注意 (3.15),注意,zhùyì,v.,to pay attention to,3.15,,,,New Word,3
自己 (3.12),自己,zìjǐ,pron.,self,3.12,,,,New Word,3
自行车 (3.10),自行车,zìxíngchē,n.,bicycle,3.10,,,,New Word,3
总是 (3.04),总是,zǒngshì,adv.,always,3.04,,,,New Word,3
嘴 (3.18),嘴,zuǐ,n.,mouth,3.18,,,,New Word,3
最后 (3.09),最后,zuìhòu,n.,the last one,3.09,,,,New Word,3
最近 (3.05),最近,zuìjìn,adv.,"lately, recently",3.05,,,,New Word,3
作业 (3.01),作业,zuòyè,n.,homework,3.01,,,,New Word,3
大山 (3.09),大山,Dàshān,,"Dashan, name of a person",3.09,,,,Proper Nouns,3
黄河 (3.19),黄河,Huáng Hé,,"Yellow River, the second longest river in China",3.19,,,,Proper Nouns,3
李静 (3.09),李静,Lǐ Jìng,,"Li Jing, name of a person",3.09,,,,Proper Nouns,3
李小美 (3.04),李小美,Lǐ Xiǎoměi,,"Li Xiaomei, name of a person",3.04,,,,Proper Nouns,3
马克 (3.04),马克,Mǎkè,,Marco,3.04,,,,Proper Nouns,3
小刚 (3.01),小刚,Xiǎogāng,,"Xiaogang, name of a person",3.01,,,,Proper Nouns,3
小丽 (3.01),小丽,Xiǎolì,,"Xiaoli, name of a person",3.01,,,,Proper Nouns,3
小明 (3.04),小明,Xiǎomíng,,"Xiaoming, name of a person",3.04,,,,Proper Nouns,3
小云 (3.15),小云,Xiǎoyún,,"Xiaoyun, name of a person",3.15,,,,Proper Nouns,3
张 (3.05),张,Zhāng,,"Zhang, a surname",3.05,,,,Proper Nouns,3
中文 (3.09),中文,Zhōngwén,,Chinese language,3.09,,,,Proper Nouns,3
周 (3.02),周,Zhōu,,"Zhou, a surname",3.02,,,,Proper Nouns,3
周明 (3.02),周明,Zhōumíng,,"Zhou Ming, name of a person",3.02,,,,Proper Nouns,3
词语 (3.16),词语,cíyǔ,n.,"word, expression",3.16,,4,,Words Not Included in the Syllabus,3
各 (3.15),各,gè,pron.,each,3.15,,4,,Words Not Included in the Syllabus,3
举行 (3.15),举行,jǔxíng,v.,"to hold (a meeting, an event, etc.)",3.15,,4,,Words Not Included in the Syllabus,3
可乐 (3.08),可乐,kělè,n.,"cola, Coke",3.08,,,,Words Not Included in the Syllabus,3
秘书 (3.02),秘书,mìshū,n.,secretary,3.02,,5,,Words Not Included in the Syllabus,3
情况 (3.17),情况,qíngkuàng,n.,"condition, situation",3.17,,4,,Words Not Included in the Syllabus,3
生活 (3.13),生活,shēnghuó,n.,life,3.13,,4,,Words Not Included in the Syllabus,3
睡着 (3.06),睡着,shuìzháo,v.,to fall asleep,3.06,,,,Words Not Included in the Syllabus,3
太太 (3.02),太太,tàitai,n.,"Mrs., madam",3.02,,5,,Words Not Included in the Syllabus,3
特点 (3.18),特点,tèdiǎn,n.,feature,3.18,,4,,Words Not Included in the Syllabus,3
眼镜 (3.06),眼镜,yǎnjìng,n.,"glasses, spectacles",3.06,,4,,Words Not Included in the Syllabus,3
真正 (3.20),真正,zhēnzhèng,adv.,"really, truly",3.20,,4,,Words Not Included in the Syllabus,3
中介 (3.10),中介,zhōngjiè,n.,"intermediary, agent",3.10,,5,,Words Not Included in the Syllabus,3
办事 (3.02),办事,bànshì,v.,"to work, to handle affairs",3.02,,,办公室、事,New Words Made Up of Characters Learned before,3
帮 (3.06),帮,bāng,v.,to help,3.06,,,帮助,New Words Made Up of Characters Learned before,3
变 (3.09),变,biàn,v.,"to change, to become",3.09,,,变化,New Words Made Up of Characters Learned before,3
春节 (3.15),春节,chūnjié,n.,Spring Festival,3.15,,,春天、季节,New Words Made Up of Characters Learned before,3
打 (3.18),打,dǎ,v.,"to send, to remit",3.18,,,打篮球,New Words Made Up of Characters Learned before,3
到时候 (3.07),到时候,dàoshíhòu,,"that time, then",3.07,,,到、时候,New Words Made Up of Characters Learned before,3
房子 (3.08),房子,fángzi,n.,"house, building",3.08,,,房间、子,New Words Made Up of Characters Learned before,3
刚 (3.06),刚,gāng,adv.,"just, only a short while ago",3.06,,,刚才,New Words Made Up of Characters Learned before,3
贵 (3.18),贵,guì,adj.,(honorific term) your,3.18,,,（很）贵,New Words Made Up of Characters Learned before,3
歌舞 (3.15),歌舞,gēwǔ,v.,to sing and dance,3.15,,,唱歌、跳舞,New Words Made Up of Characters Learned before,3
红酒 (3.13),红酒,hóngjiǔ,n.,red wine,3.13,,,红、啤酒,New Words Made Up of Characters Learned before,3
句 (3.17),句,jù,mw.,a measure word used for sentences,3.17,,,句子,New Words Made Up of Characters Learned before,3
开 (3.05),开,kāi,v.,"to open out, to unfold",3.05,,,开门,New Words Made Up of Characters Learned before,3
每天 (3.02),每天,měitiān,,every day,3.02,,,每、天,New Words Made Up of Characters Learned before,3
哪里 (3.09),哪里,nǎlǐ,pron.,(self-depreciatory expression) not at all,3.09,,,哪儿、里,New Words Made Up of Characters Learned before,3
