Unique Key,Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
[3.16] 词语 Words Not Included in the Syllabus,词语,cíyǔ,n.,"word, expression",3.16,,4,,Words Not Included in the Syllabus,3
[3.15] 各 Words Not Included in the Syllabus,各,gè,pron.,each,3.15,,4,,Words Not Included in the Syllabus,3
[3.15] 举行 Words Not Included in the Syllabus,举行,jǔxíng,v.,"to hold (a meeting, an event, etc.)",3.15,,4,,Words Not Included in the Syllabus,3
[3.08] 可乐 Words Not Included in the Syllabus,可乐,kělè,n.,"cola, Coke",3.08,,,,Words Not Included in the Syllabus,3
[3.02] 秘书 Words Not Included in the Syllabus,秘书,mìshū,n.,secretary,3.02,,5,,Words Not Included in the Syllabus,3
[3.17] 情况 Words Not Included in the Syllabus,情况,qíngkuàng,n.,"condition, situation",3.17,,4,,Words Not Included in the Syllabus,3
[3.13] 生活 Words Not Included in the Syllabus,生活,shēnghuó,n.,life,3.13,,4,,Words Not Included in the Syllabus,3
[3.06] 睡着 Words Not Included in the Syllabus,睡着,shuìzháo,v.,to fall asleep,3.06,,,,Words Not Included in the Syllabus,3
[3.02] 太太 Words Not Included in the Syllabus,太太,tàitai,n.,"Mrs., madam",3.02,,5,,Words Not Included in the Syllabus,3
[3.18] 特点 Words Not Included in the Syllabus,特点,tèdiǎn,n.,feature,3.18,,4,,Words Not Included in the Syllabus,3
[3.06] 眼镜 Words Not Included in the Syllabus,眼镜,yǎnjìng,n.,"glasses, spectacles",3.06,,4,,Words Not Included in the Syllabus,3
[3.20] 真正 Words Not Included in the Syllabus,真正,zhēnzhèng,adv.,"really, truly",3.20,,4,,Words Not Included in the Syllabus,3
[3.10] 中介 Words Not Included in the Syllabus,中介,zhōngjiè,n.,"intermediary, agent",3.10,,5,,Words Not Included in the Syllabus,3
[3.02] 办事 New Words Made Up of Characters Learned before,办事,bànshì,v.,"to work, to handle affairs",3.02,,,办公室、事,New Words Made Up of Characters Learned before,3
[3.06] 帮 New Words Made Up of Characters Learned before,帮,bāng,v.,to help,3.06,,,帮助,New Words Made Up of Characters Learned before,3
[3.09] 变 New Words Made Up of Characters Learned before,变,biàn,v.,"to change, to become",3.09,,,变化,New Words Made Up of Characters Learned before,3
[3.15] 春节 New Words Made Up of Characters Learned before,春节,chūnjié,n.,Spring Festival,3.15,,,春天、季节,New Words Made Up of Characters Learned before,3
[3.18] 打 New Words Made Up of Characters Learned before,打,dǎ,v.,"to send, to remit",3.18,,,打篮球,New Words Made Up of Characters Learned before,3
[3.07] 到时候 New Words Made Up of Characters Learned before,到时候,dàoshíhòu,,"that time, then",3.07,,,到、时候,New Words Made Up of Characters Learned before,3
[3.08] 房子 New Words Made Up of Characters Learned before,房子,fángzi,n.,"house, building",3.08,,,房间、子,New Words Made Up of Characters Learned before,3
[3.06] 刚 New Words Made Up of Characters Learned before,刚,gāng,adv.,"just, only a short while ago",3.06,,,刚才,New Words Made Up of Characters Learned before,3
[3.18] 贵 New Words Made Up of Characters Learned before,贵,guì,adj.,(honorific term) your,3.18,,,（很）贵,New Words Made Up of Characters Learned before,3
[3.15] 歌舞 New Words Made Up of Characters Learned before,歌舞,gēwǔ,v.,to sing and dance,3.15,,,唱歌、跳舞,New Words Made Up of Characters Learned before,3
[3.13] 红酒 New Words Made Up of Characters Learned before,红酒,hóngjiǔ,n.,red wine,3.13,,,红、啤酒,New Words Made Up of Characters Learned before,3
[3.17] 句 New Words Made Up of Characters Learned before,句,jù,mw.,a measure word used for sentences,3.17,,,句子,New Words Made Up of Characters Learned before,3
[3.05] 开 New Words Made Up of Characters Learned before,开,kāi,v.,"to open out, to unfold",3.05,,,开门,New Words Made Up of Characters Learned before,3
[3.02] 每天 New Words Made Up of Characters Learned before,每天,měitiān,,every day,3.02,,,每、天,New Words Made Up of Characters Learned before,3
[3.09] 哪里 New Words Made Up of Characters Learned before,哪里,nǎlǐ,pron.,(self-depreciatory expression) not at all,3.09,,,哪儿、里,New Words Made Up of Characters Learned before,3
[3.04] 女孩儿 New Words Made Up of Characters Learned before,女孩儿,nǚháir,n.,girl,3.04,,,女、孩子,New Words Made Up of Characters Learned before,3
[3.12] 钱包 New Words Made Up of Characters Learned before,钱包,qiánbāo,n.,"purse, wallet",3.12,,,钱、包,New Words Made Up of Characters Learned before,3
[3.18] 人名 New Words Made Up of Characters Learned before,人名,rén míng,,name (of a person),3.18,,,人、名字,New Words Made Up of Characters Learned before,3
[3.20] 认 New Words Made Up of Characters Learned before,认,rèn,v.,"to recognise, to identify",3.20,,,认识,New Words Made Up of Characters Learned before,3
[3.02] 上 New Words Made Up of Characters Learned before,上,shàng,v.,"to go up, to ascend",3.02,,,上边,New Words Made Up of Characters Learned before,3
[3.05] 听说 New Words Made Up of Characters Learned before,听说,tīngshuō,v.,"to hear about, to be told",3.05,,,听、说,New Words Made Up of Characters Learned before,3
[3.18] 外地 New Words Made Up of Characters Learned before,外地,wàidì,n.,other places,3.18,,,外面、地方,New Words Made Up of Characters Learned before,3
[3.04] 鲜花 New Words Made Up of Characters Learned before,鲜花,xiānhuā,n.,fresh flowers,3.04,,,新鲜、花,New Words Made Up of Characters Learned before,3
[3.15] 香瓜 New Words Made Up of Characters Learned before,香瓜,xiāngguā,n.,casaba,3.15,,,香蕉、瓜,New Words Made Up of Characters Learned before,3
[3.17] 一般来说 New Words Made Up of Characters Learned before,一般来说,yībānláishuō,,generally speaking,3.17,,,一般、来、说,New Words Made Up of Characters Learned before,3
[3.07] 以后 New Words Made Up of Characters Learned before,以后,yǐhòu,n.,"after, later",3.07,,,以前、以后,New Words Made Up of Characters Learned before,3
[3.06] 音乐会 New Words Made Up of Characters Learned before,音乐会,yīnyuèhuì,n.,concert,3.06,,,音乐、会议,New Words Made Up of Characters Learned before,3
[3.05] 有点儿 New Words Made Up of Characters Learned before,有点儿,yǒudiǎnr,adv.,"a little, a bit",3.05,,,有、一点儿,New Words Made Up of Characters Learned before,3
[3.10] 早 New Words Made Up of Characters Learned before,早,zǎo,adj.,early,3.10,,,早上,New Words Made Up of Characters Learned before,3
[3.07] 怎么办 New Words Made Up of Characters Learned before,怎么办,zěnmebàn,,(used to ask for a solution) what to do,3.07,,,怎么、办公室,New Words Made Up of Characters Learned before,3
[3.04] 照 New Words Made Up of Characters Learned before,照,zhào,v.,to photograph,3.04,,,照片,New Words Made Up of Characters Learned before,3
[3.15] 中秋节 New Words Made Up of Characters Learned before,中秋节,zhōngqiūjié,n.,Mid-Autumn Festival,3.15,,,中间、秋天、节日,New Words Made Up of Characters Learned before,3
