Unique Key,Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
[5.15] 主动 New Word,主动,zhǔdòng,adj.,on one's own initiative,5.15,,,,New Word,5上
[5.04] 主人 New Word,主人,zhǔrén,n.,"master, owner",5.04,,,,New Word,5上
[5.12] 注册 New Word,注册,zhùcè,v.,to register,5.12,,,,New Word,5上
[5.11] 专家 New Word,专家,zhuānjiā,n.,expert,5.11,,,,New Word,5上
[5.13] 装 New Word,装,zhuāng,v.,"to load, to hold",5.13,,,,New Word,5上
[5.02] 装修 New Word,装修,zhuāngxiū,v.,"to decorate (a house, room, etc.)",5.02,,,,New Word,5上
[5.11] 状态 New Word,状态,zhuàngtài,n.,"state, status",5.11,,,,New Word,5上
[5.03] 撞 New Word,撞,zhuàng,v.,to bump against,5.03,,,,New Word,5上
[5.06] 追 New Word,追,zhuī,v.,"to chase, to go after",5.06,,,,New Word,5上
[5.07] 姿势 New Word,姿势,zīshì,n.,"pose, posture",5.07,,,,New Word,5上
[5.15] 资格 New Word,资格,zīgé,n.,qualification,5.15,,,,New Word,5上
[5.09] 资料 New Word,资料,zīliào,n.,"data, material",5.09,,,,New Word,5上
[5.01] 自杀 New Word,自杀,zìshā,v.,to commit suicide,5.01,,,,New Word,5上
[5.18] 自由 New Word,自由,zìyóu,n./adj.,freedom; free,5.18,,,,New Word,5上
[5.08] 综合 New Word,综合,zōnghé,v./adj.,"to synthesize, to summarize; comprehensive, integrated",5.08,,,,New Word,5上
[5.12] 总裁 New Word,总裁,zǒngcái,n.,president (of a company),5.12,,,,New Word,5上
[5.16] 总共 New Word,总共,zǒnggòng,adv.,"altogether, in total",5.16,,,,New Word,5上
[5.15] 阻止 New Word,阻止,zǔzhǐ,v.,"to stop, to prevent",5.15,,,,New Word,5上
[5.18] 组 New Word,组,zǔ,n./m.,"group, team, set",5.18,,,,New Word,5上
[5.14] 组成 New Word,组成,zǔchéng,v.,"to form, to constitute",5.14,,,,New Word,5上
[5.14] 组合 New Word,组合,zǔhé,v./n.,to combine; combination,5.14,,,,New Word,5上
[5.02] 醉 New Word,醉,zuì,v.,to be drunk,5.02,,,,New Word,5上
[5.18] 作品 New Word,作品,zuòpǐn,n.,work (of art or literature),5.18,,,,New Word,5上
[5.09] 作为 New Word,作为,zuòwéi,v./prep.,"to be; as, being",5.09,,,,New Word,5上
[5.15] 作战 New Word,作战,zuòzhàn,v.,to fight a battle,5.15,,,,New Word,5上
[5.03] 澳大利亚 Proper Noun,澳大利亚,Àodàlìyà,,Australia,5.03,,,,Proper Noun,5上
[5.05] 趵突泉 Proper Noun,趵突泉,Bōtū Quán,,"Baotuquan, name of a spring",5.05,,,,Proper Noun,5上
[5.05] 鲍全 Proper Noun,鲍全,Bào Quán,,"Bao Quan, name of a person",5.05,,,,Proper Noun,5上
[5.09] 菜市口 Proper Noun,菜市口,Càishìkǒu,,"Caishikou, a place in Beijing",5.09,,,,Proper Noun,5上
[5.04] 楚国 Proper Noun,楚国,Chǔguó,,Kingdom of Chu,5.04,,,,Proper Noun,5上
[5.04] 春秋 Proper Noun,春秋,Chūnqiū,,Spring and Autumn Period (770 B.C.-476 B.C.),5.04,,,,Proper Noun,5上
[5.17] 丹尼尔·卡內曼 Proper Noun,丹尼尔·卡內曼,Dānní'ěr Kǎnèimàn,,Daniel Kahneman,5.17,,,,Proper Noun,5上
[5.09] 稻香村 Proper Noun,稻香村,Dàoxiāngcūn,,Daoxiangcun Bakery,5.09,,,,Proper Noun,5上
[5.05] 东海龙王 Proper Noun,东海龙王,Dōnghǎi Lóngwáng,,Dragon King of the East Sea,5.05,,,,Proper Noun,5上
[5.17] 峰终定律 Proper Noun,峰终定律,Fēngzhōng Dìnglǜ,,Peak-End Rule,5.17,,,,Proper Noun,5上
[5.09] 广和居 Proper Noun,广和居,Guǎnghéjū,,Guangheju Restaurant,5.09,,,,Proper Noun,5上
[5.14] 华北 Proper Noun,华北,Huáběi,,north China,5.14,,,,Proper Noun,5上
[5.05] 济南 Proper Noun,济南,Jǐnán,,"Ji'nan, capital of Shandong Province",5.05,,,,Proper Noun,5上
[5.10] 加利福尼亚州 Proper Noun,加利福尼亚州,Jiālìfúníyà Zhōu,,California,5.1,,,,Proper Noun,5上
[5.10] 科恩 Proper Noun,科恩,Kē'ēn,,"Cohen, a surname",5.1,,,,Proper Noun,5上
[5.04] 孔子 Proper Noun,孔子,Kǒngzǐ,,"Confucius, an ancient Chinese thinker and educator",5.04,,,,Proper Noun,5上
[5.07] 李广 Proper Noun,李广,Lǐ Guǎng,,"Li Guang (?-119 B.C.), a famous general",5.07,,,,Proper Noun,5上
[5.15] 廉颇 Proper Noun,廉颇,Lián Pō,,"Lian Po, a famous general",5.15,,,,Proper Noun,5上
[5.12] 刘炽平 Proper Noun,刘炽平,Liú Chìpíng,,"Liu Chiping, president of Tencent",5.12,,,,Proper Noun,5上
[5.10] 卢米埃尔 Proper Noun,卢米埃尔,Lúmǐ'āi'ěr,,"Lumière, a French surname",5.1,,,,Proper Noun,5上
[5.09] 鲁迅 Proper Noun,鲁迅,Lǔ Xùn,,"Lu Xun (1881-1936), a famous Chinese writer",5.09,,,,Proper Noun,5上
[5.13] 马萨诸塞州 Proper Noun,马萨诸塞州,Mǎsàzhūsài Zhōu,,Massachusetts,5.13,,,,Proper Noun,5上
[5.10] 麦布里奇 Proper Noun,麦布里奇,Màibùlǐqí,,Eadweard Muybridge,5.1,,,,Proper Noun,5上
[5.12] 梅西 Proper Noun,梅西,Méixī,,"Lionel Messi, a famous football player",5.12,,,,Proper Noun,5上
[5.09] 《呐喊》 Proper Noun,《呐喊》,Nàhǎn,,"Call to Arms, one of Lu Xun's short story collections",5.09,,,,Proper Noun,5上
[5.17] 诺贝尔奖 Proper Noun,诺贝尔奖,Nuòbèi'ěr Jiǎng,,Nobel Prize,5.17,,,,Proper Noun,5上
[5.09] 《彷徨》 Proper Noun,《彷徨》,Pánghuáng,,"Wandering, one of Lu Xun's short story collections",5.09,,,,Proper Noun,5上
[5.06] 七郎 Proper Noun,七郎,Qīláng,,"Qilang, name of a man",5.06,,,,Proper Noun,5上
[5.15] 秦国 Proper Noun,秦国,Qínguó,,State of Qin,5.15,,,,Proper Noun,5上
[5.05] 舜 Proper Noun,舜,Shùn,,"Shun, a legendary leader of ancient China",5.05,,,,Proper Noun,5上
[5.10] 斯坦福 Proper Noun,斯坦福,Sītǎnfú,,Leland Stanford,5.1,,,,Proper Noun,5上
[5.12] 腾讯 Proper Noun,腾讯,Téngxùn,,"Tencent, a Chinese company",5.12,,,,Proper Noun,5上
[5.12] 微信 Proper Noun,微信,Wēixìn,,"WeChat, a messaging and calling app",5.12,,,,Proper Noun,5上
[5.06] 夕 Proper Noun,夕,Xī,,"Xi, name of a monster",5.06,,,,Proper Noun,5上
[5.07] 西汉 Proper Noun,西汉,Xīhàn,,Western Han Dynasty (206 B.C.-25 A.D.),5.07,,,,Proper Noun,5上
[5.03] 新西兰 Proper Noun,新西兰,Xīnxīlán,,New Zealand,5.03,,,,Proper Noun,5上
[5.07] 扬雄 Proper Noun,扬雄,Yáng Xióng,,"Yang Xiong (53 B.C.-18 A.D.), a scholar",5.07,,,,Proper Noun,5上
[5.09] 郁达夫 Proper Noun,郁达夫,Yù Dáfū,,"Yu Dafu (1896-1945), a famous Chinese writer",5.09,,,,Proper Noun,5上
[5.03] 翟峰 Proper Noun,翟峰,Zhái Fēng,,"Zhai Feng, name of a person",5.03,,,,Proper Noun,5上
[5.13] 詹姆士·奈史密斯 Proper Noun,詹姆士·奈史密斯,Zhānmǔshì Nàishǐmìsī,,James Naismith,5.13,,,,Proper Noun,5上
[5.15] 战国 Proper Noun,战国,Zhànguó,,Warring States Period (475 B.C.-221 B.C.),5.15,,,,Proper Noun,5上
[5.12] 张小龙 Proper Noun,张小龙,Zhāng Xiǎolóng,,"Zhang Xiaolong, senior vice president of Tencent",5.12,,,,Proper Noun,5上
[5.15] 赵国 Proper Noun,赵国,Zhào Guó,,State of Zhao,5.15,,,,Proper Noun,5上
[5.15] 赵括 Proper Noun,赵括,Zhào Kuò,,"Zhao Kuo, son of Zhao She",5.15,,,,Proper Noun,5上
[5.15] 赵奢 Proper Noun,赵奢,Zhào Shē,,"Zhao She, a famous general",5.15,,,,Proper Noun,5上
[5.04] 子路 Proper Noun,子路,Zǐlù,,"Zilu, a disciple of Confucius",5.04,,,,Proper Noun,5上
[5.10] 奔跑 Word not included in the syllabus,奔跑,bēnpǎo,v.,"to run, to gallop",5.10,,,,Word not included in the syllabus,5上
[5.14] 并列 Word not included in the syllabus,并列,bìngliè,v.,to stand side by side,5.14,,,,Word not included in the syllabus,5上
[5.16] 波动 Word not included in the syllabus,波动,bōdòng,v.,"to undulate, to rise and fall",5.16,,,,Word not included in the syllabus,5上
[5.16] 补偿 Word not included in the syllabus,补偿,bǔcháng,v.,to compensate,5.16,,,,Word not included in the syllabus,5上
[5.18] 布局 Word not included in the syllabus,布局,bùjú,n.,composition (of a piece of art or writing),5.18,,,,Word not included in the syllabus,5上
[5.12] 称霸 Word not included in the syllabus,称霸,chēngbà,v.,"to dominate, to maintain hegemony",5.12,,,,Word not included in the syllabus,5上
[5.02] 串 Word not included in the syllabus,串,chuàn,m.,"bunch, string",5.02,,,,Word not included in the syllabus,5上
[5.12] 创新 Word not included in the syllabus,创新,chuàngxīn,v.,"to create sth. new, to innovate",5.12,,,,Word not included in the syllabus,5上
[5.07] 打猎 Word not included in the syllabus,打猎,dǎliè,v.,to go hunting,5.07,,,,Word not included in the syllabus,5上
[5.12] 代言 Word not included in the syllabus,代言,dàiyán,v.,"to speak on behalf of, to star in a commercial",5.12,,,,Word not included in the syllabus,5上
[5.17] 道具 Word not included in the syllabus,道具,dàojù,n.,"stage property, prop",5.17,,,,Word not included in the syllabus,5上
[5.05] 地势 Word not included in the syllabus,地势,dìshì,n.,"terrain, topography",5.05,,,,Word not included in the syllabus,5上
[5.12] 颠球 Word not included in the syllabus,颠球,diānqiú,v.,to juggle a soccer ball,5.12,,,,Word not included in the syllabus,5上
[5.15] 调(动) Word not included in the syllabus,调(动),diào(dòng),v.,"to transfer, to shift",5.15,,,,Word not included in the syllabus,5上
[5.01] 叮 Word not included in the syllabus,叮,dīng,adj.,"to bite, to sting",5.01,,,,Word not included in the syllabus,5上
[5.01] 恩爱 Word not included in the syllabus,恩爱,ēn'ài,adj.,(of husband and wife) loving,5.01,,,,Word not included in the syllabus,5上
[5.03] 二手 Word not included in the syllabus,二手,èrshǒu,n.,second-hand,5.03,,,,Word not included in the syllabus,5上
[5.03] 帆船 Word not included in the syllabus,帆船,fānchuán,v.,sailing boat/ship,5.03,,,,Word not included in the syllabus,5上
[5.16] 放纵 Word not included in the syllabus,放纵,fàngzòng,v.,"to indulge, to be unrestrained",5.16,,,,Word not included in the syllabus,5上
[5.18] 分辨 Word not included in the syllabus,分辨,fēnbiàn,v.,"to distinguish, to differentiate",5.18,,,,Word not included in the syllabus,5上
[5.14] 封闭 Word not included in the syllabus,封闭,fēngbì,adj.,"to close, to seal",5.14,,,,Word not included in the syllabus,5上
[5.12] 副 Word not included in the syllabus,副,fù,v.,"deputy, vice",5.12,,,,Word not included in the syllabus,5上
[5.12] 覆盖 Word not included in the syllabus,覆盖,fùgài,n.,to cover,5.12,,,,Word not included in the syllabus,5上
[5.07] 杆 Word not included in the syllabus,杆,gān,n.,"pole, shaft",5.07,,,,Word not included in the syllabus,5上
[5.17] 高峰 Word not included in the syllabus,高峰,gāofēng,v.,"peak, summit",5.17,,,,Word not included in the syllabus,5上
[5.16] 跟踪 Word not included in the syllabus,跟踪,gēnzōng,,"to follow, to track",5.16,,,,Word not included in the syllabus,5上
[5.06] 怪物 Word not included in the syllabus,怪物,guàiwu,n.,monster,5.06,,,,Word not included in the syllabus,5上
[5.10] 棍 Word not included in the syllabus,棍,gùn,n.,"stick, cudgel",5.10,,,,Word not included in the syllabus,5上
[5.04] 国君 Word not included in the syllabus,国君,guójūn,n.,king,5.04,,,,Word not included in the syllabus,5上
[5.11] 过渡 Word not included in the syllabus,过渡,guòdù,v.,to transit,5.11,,,,Word not included in the syllabus,5上
[5.03] 海里 Word not included in the syllabus,海里,hǎilǐ,m.,sea mile,5.03,,,,Word not included in the syllabus,5上
[5.18] 含意 Word not included in the syllabus,含意,hányì,n.,"implied meaning, implication",5.18,,,,Word not included in the syllabus,5上
[5.09] 行家 Word not included in the syllabus,行家,hángjiā,n.,expert,5.09,,,,Word not included in the syllabus,5上
[5.03] 航行 Word not included in the syllabus,航行,hángxíng,v.,"to sail, to navigate by air or water",5.03,,,,Word not included in the syllabus,5上
[5.18] 黑猩猩 Word not included in the syllabus,黑猩猩,hēixīngxing,n.,chimpanzee,5.18,,,,Word not included in the syllabus,5上
[5.17] 化妆 Word not included in the syllabus,化妆,huàzhuāng,v.,to put on make-up,5.17,,,,Word not included in the syllabus,5上
[5.01] 患难与共 Word not included in the syllabus,患难与共,huànnányǔgòng,,to share weal and woe,5.01,,,,Word not included in the syllabus,5上
[5.05] 火成岩 Word not included in the syllabus,火成岩,huǒchéngyán,n.,igneous rock,5.05,,,,Word not included in the syllabus,5上
[5.11] 机制 Word not included in the syllabus,机制,jīzhì,n.,mechanism,5.11,,,,Word not included in the syllabus,5上
[5.03] 积蓄 Word not included in the syllabus,积蓄,jīxù,n./v.,savings; to save,5.03,,,,Word not included in the syllabus,5上
[5.05] 记载 Word not included in the syllabus,记载,jìzǎi,v.,"to record, to put down in writing",5.05,,,,Word not included in the syllabus,5上
[5.09] 见解 Word not included in the syllabus,见解,jiànjiě,n.,"understanding, opinion",5.09,,,,Word not included in the syllabus,5上
[5.06] 箭 Word not included in the syllabus,箭,jiàn,n.,arrow,5.06,,,,Word not included in the syllabus,5上
[5.07] 将军 Word not included in the syllabus,将军,jiāngjūn,n.,(military rank) general,5.07,,,,Word not included in the syllabus,5上
[5.14] 金鱼 Word not included in the syllabus,金鱼,jīnyú,n.,goldfish,5.14,,,,Word not included in the syllabus,5上
[5.15] 进攻 Word not included in the syllabus,进攻,jìngōng,v.,"to attack, to assault",5.15,,,,Word not included in the syllabus,5上
[5.07] 精诚所至，金石为开 Word not included in the syllabus,精诚所至，金石为开,jīngchéngsuǒzhì，jīnshíwèikāi,,absolute sincerity can affect even metal and stone-no difficulty is insurmountable if one sets his/her mind on it,5.07,,,,Word not included in the syllabus,5上
[5.16] 就餐 Word not included in the syllabus,就餐,jiùcān,v.,to have one's meal,5.16,,,,Word not included in the syllabus,5上
[5.13] 锯(子) Word not included in the syllabus,锯(子),jù(zi),n./v.,to cut with a saw; saw,5.13,,,,Word not included in the syllabus,5上
[5.15] 军队 Word not included in the syllabus,军队,jūnduì,n.,army,5.15,,,,Word not included in the syllabus,5上
[5.13] 筐 Word not included in the syllabus,筐,kuāng,n.,basket,5.13,,,,Word not included in the syllabus,5上
[5.13] 困扰 Word not included in the syllabus,困扰,kùnrǎo,v.,"to trouble, to haunt",5.13,,,,Word not included in the syllabus,5上
[5.13] 栏杆 Word not included in the syllabus,栏杆,lángān,n.,"railing, balustrade",5.13,,,,Word not included in the syllabus,5上
[5.17] 淋漓尽致 Word not included in the syllabus,淋漓尽致,línlíjìnzhì,,"fully, thoroughly",5.17,,,,Word not included in the syllabus,5上
[5.05] 埋 Word not included in the syllabus,埋,mái,v.,to bury,5.05,,,,Word not included in the syllabus,5上
[5.15] 盲目 Word not included in the syllabus,盲目,mángmù,adj.,"blind, ignorant",5.15,,,,Word not included in the syllabus,5上
[5.07] 盲人 Word not included in the syllabus,盲人,mángrén,n.,blind person,5.07,,,,Word not included in the syllabus,5上
[5.04] 美德 Word not included in the syllabus,美德,měidé,n.,"virtue, goodness",5.04,,,,Word not included in the syllabus,5上
[5.09] 蒙胧 Word not included in the syllabus,蒙胧,ménglóng,adj.,"drowsy, half asleep",5.09,,,,Word not included in the syllabus,5上
[5.14] 民居 Word not included in the syllabus,民居,mínjū,n.,civilian dwelling,5.14,,,,Word not included in the syllabus,5上
[5.16] 模式 Word not included in the syllabus,模式,móshì,n.,"model, pattern",5.16,,,,Word not included in the syllabus,5上
[5.16] 纳入 Word not included in the syllabus,纳入,nàrù,v.,"to include, to incorporate into",5.16,,,,Word not included in the syllabus,5上
[5.06] 农历 Word not included in the syllabus,农历,nónglì,n.,lunar calendar,5.06,,,,Word not included in the syllabus,5上
[5.01] 评委 Word not included in the syllabus,评委,píngwěi,n.,"judge, member of a judging panel",5.01,,,,Word not included in the syllabus,5上
[5.02] 扑 Word not included in the syllabus,扑,pū,v.,"to pounce on, to dash at",5.02,,,,Word not included in the syllabus,5上
[5.02] 铺 Word not included in the syllabus,铺,pū,v.,"to spread, to unfold",5.02,,,,Word not included in the syllabus,5上
[5.14] 起居 Word not included in the syllabus,起居,qǐjū,v.,daily life,5.14,,,,Word not included in the syllabus,5上
[5.10] 青蛙 Word not included in the syllabus,青蛙,qīngwā,n.,frog,5.10,,,,Word not included in the syllabus,5上
[5.16] 清晰 Word not included in the syllabus,清晰,qīngxī,adj.,"clear, distinct",5.16,,,,Word not included in the syllabus,5上
[5.11] 清醒 Word not included in the syllabus,清醒,qīngxǐng,adj./v.,sober; to regain consciousness,5.11,,,,Word not included in the syllabus,5上
[5.14] 情趣 Word not included in the syllabus,情趣,qíngqù,n.,"emotional appeal, interest",5.14,,,,Word not included in the syllabus,5上
[5.18] 区域 Word not included in the syllabus,区域,qūyù,n.,"region, district",5.18,,,,Word not included in the syllabus,5上
[5.07] 全神贯注 Word not included in the syllabus,全神贯注,quánshénguànzhù,,"to concentrate on, to be absorbed in",5.07,,,,Word not included in the syllabus,5上
[5.15] 任命 Word not included in the syllabus,任命,rènmìng,v.,to appoint,5.15,,,,Word not included in the syllabus,5上
[5.11] 柔和 Word not included in the syllabus,柔和,róuhé,adj.,"gentle, soft",5.11,,,,Word not included in the syllabus,5上
[5.01] 入围 Word not included in the syllabus,入围,rùwéi,v.,to be shortlisted,5.01,,,,Word not included in the syllabus,5上
[5.15] 散布 Word not included in the syllabus,散布,sànbù,v.,"to spread, to disseminate",5.15,,,,Word not included in the syllabus,5上
[5.16] 摄入 Word not included in the syllabus,摄入,shèrù,v.,"to take in, to ingest",5.16,,,,Word not included in the syllabus,5上
[5.11] 肾上腺素 Word not included in the syllabus,肾上腺素,shènshàngxiànsù,n.,adrenaline,5.11,,,,Word not included in the syllabus,5上
[5.11] 生物 Word not included in the syllabus,生物,shēngwù,n.,living things,5.11,,,,Word not included in the syllabus,5上
[5.11] 生物钟 Word not included in the syllabus,生物钟,shēngwùzhōng,n.,biological clock,5.11,,,,Word not included in the syllabus,5上
[5.05] 石灰岩 Word not included in the syllabus,石灰岩,shíhuīyán,n.,limestone,5.05,,,,Word not included in the syllabus,5上
[5.10] 试验 Word not included in the syllabus,试验,shìyàn,n./v.,"trial, test; to make a trial",5.10,,,,Word not included in the syllabus,5上
[5.12] 手笔 Word not included in the syllabus,手笔,shǒubǐ,n.,style (of handing affairs),5.12,,,,Word not included in the syllabus,5上
[5.15] 守 Word not included in the syllabus,守,shǒu,v.,"to guard, to defend",5.15,,,,Word not included in the syllabus,5上
[5.13] 顺畅 Word not included in the syllabus,顺畅,shùnchàng,adj.,"smooth, unhindered",5.13,,,,Word not included in the syllabus,5上
[5.10] 瞬间 Word not included in the syllabus,瞬间,shùnjiān,n.,a short period of time,5.10,,,,Word not included in the syllabus,5上
[5.13] 思维 Word not included in the syllabus,思维,sīwéi,n./v.,thinking; to think,5.13,,,,Word not included in the syllabus,5上
[5.14] 四合院 Word not included in the syllabus,四合院,sìhéyuàn,n.,quadrangle courtyard,5.14,,,,Word not included in the syllabus,5上
[5.03] 艘 Word not included in the syllabus,艘,sōu,m.,used for boats/ships,5.03,,,,Word not included in the syllabus,5上
[5.01] 瘫痪 Word not included in the syllabus,瘫痪,tānhuàn,v.,to be paralyzed,5.01,,,,Word not included in the syllabus,5上
[5.10] 蹄(子) Word not included in the syllabus,蹄(子),tí(zi),n.,hoof,5.10,,,,Word not included in the syllabus,5上
[5.05] 天然 Word not included in the syllabus,天然,tiānrán,adj.,natural,5.05,,,,Word not included in the syllabus,5上
[5.12] 通信 Word not included in the syllabus,通信,tōngxìn,v.,to communicate,5.12,,,,Word not included in the syllabus,5上
[5.18] 涂鸦 Word not included in the syllabus,涂鸦,túyā,v.,to scrawl,5.18,,,,Word not included in the syllabus,5上
[5.04] 团圆 Word not included in the syllabus,团圆,tuányuán,v.,to be reunited,5.04,,,,Word not included in the syllabus,5上
[5.01] 歪歪扭扭 Word not included in the syllabus,歪歪扭扭,wāiwāiniǔniǔ,adj.,"crooked, askew",5.01,,,,Word not included in the syllabus,5上
[5.08] 喂养 Word not included in the syllabus,喂养,wèiyǎng,v.,"to feed, to raise",5.08,,,,Word not included in the syllabus,5上
[5.01] 蚊子 Word not included in the syllabus,蚊子,wénzi,n.,mosquito,5.01,,,,Word not included in the syllabus,5上
[5.01] 相敬如宾 Word not included in the syllabus,相敬如宾,xiàngjìngrúbīn,,(of husband and wife) to respect each other like guests,5.01,,,,Word not included in the syllabus,5上
[5.14] 厢房 Word not included in the syllabus,厢房,xiāngfáng,n.,"wing, wing room",5.14,,,,Word not included in the syllabus,5上
[5.08] 橡子 Word not included in the syllabus,橡子,xiàngzǐ,n.,acorn,5.08,,,,Word not included in the syllabus,5上
[5.04] 孝敬 Word not included in the syllabus,孝敬,xiàojìng,v.,to show filial respect for,5.04,,,,Word not included in the syllabus,5上
[5.11] 新陈代谢 Word not included in the syllabus,新陈代谢,xīnchéndàixiè,,metabolism,5.11,,,,Word not included in the syllabus,5上
[5.11] 血压 Word not included in the syllabus,血压,xuèyā,n.,blood pressure,5.11,,,,Word not included in the syllabus,5上
[5.05] 岩石 Word not included in the syllabus,岩石,yánshí,n.,rock,5.05,,,,Word not included in the syllabus,5上
[5.15] 谣言 Word not included in the syllabus,谣言,yáoyán,n.,rumor,5.15,,,,Word not included in the syllabus,5上
[5.10] 意识 Word not included in the syllabus,意识,yìshí,n./v.,"consciousness; to be aware of, to realize",5.10,,,,Word not included in the syllabus,5上
[5.18] 婴儿 Word not included in the syllabus,婴儿,yīng'ér,n.,"infant, baby",5.18,,,,Word not included in the syllabus,5上
[5.12] 用户 Word not included in the syllabus,用户,yònghù,n.,user,5.12,,,,Word not included in the syllabus,5上
[5.09] 悠悠 Word not included in the syllabus,悠悠,yōuyōu,adj.,"leisurely, unhurried",5.09,,,,Word not included in the syllabus,5上
[5.06] 由来 Word not included in the syllabus,由来,yóulái,n.,"origin, source",5.06,,,,Word not included in the syllabus,5上
[5.05] 玉 Word not included in the syllabus,玉,yù,n.,jade,5.05,,,,Word not included in the syllabus,5上
[5.08] 寓言 Word not included in the syllabus,寓言,yùyán,n.,fable,5.08,,,,Word not included in the syllabus,5上
[5.18] 元素 Word not included in the syllabus,元素,yuánsù,n.,element,5.18,,,,Word not included in the syllabus,5上
[5.08] 朝三暮四 Word not included in the syllabus,朝三暮四,zhāosānmùsì,,"to give three in the morning and four in the evening-to play fast and loose, to chop and change",5.08,,,,Word not included in the syllabus,5上
[5.08] 哲学家 Word not included in the syllabus,哲学家,zhéxuéjiā,n.,philosopher,5.08,,,,Word not included in the syllabus,5上
[5.05] 珍珠 Word not included in the syllabus,珍珠,zhēnzhū,n.,pearl,5.05,,,,Word not included in the syllabus,5上
[5.15] 阵地 Word not included in the syllabus,阵地,zhèndì,n.,"position, front",5.15,,,,Word not included in the syllabus,5上
[5.04] 镇 Word not included in the syllabus,镇,zhèn,n.,town,5.04,,,,Word not included in the syllabus,5上
[5.12] 直播 Word not included in the syllabus,直播,zhíbō,v.,to make a live broadcast,5.12,,,,Word not included in the syllabus,5上
[5.15] 纸上谈兵 Word not included in the syllabus,纸上谈兵,zhǐshàngtánbīng,,to be an armchair strategist,5.15,,,,Word not included in the syllabus,5上
[5.17] 终点 Word not included in the syllabus,终点,zhōngdiǎn,n.,"end, destination",5.17,,,,Word not included in the syllabus,5上
[5.14] 种 Word not included in the syllabus,种,zhòng,v.,"to plant, to grow",5.14,,,,Word not included in the syllabus,5上
[5.14] 走廊 Word not included in the syllabus,走廊,zǒuláng,n.,"corridor, passageway",5.14,,,,Word not included in the syllabus,5上
[5.13] 阻碍 Word not included in the syllabus,阻碍,zǔ'ài,v.,"to hinder, to impede",5.13,,,,Word not included in the syllabus,5上
